ano,mes,uf,produto,regiao,vendas_m3
2021,9,MATO GROSSO,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,69591.211
2021,2,GOIÁS,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,131012.377
2021,4,GOIÁS,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,129211.104
2021,1,DISTRITO FEDERAL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,12823.0
2021,12,MATO GROSSO,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,65149.477
2021,5,GOIÁS,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,125247.716
2021,10,MATO GROSSO,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,68371.927
2021,3,GOIÁS,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,119516.335
2021,1,GOIÁS,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,139873.746
2021,3,MATO GROSSO,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,74083.263
2021,7,MATO GROSSO,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,71874.003
2021,6,MATO GROSSO,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,71427.257
2021,5,MATO GROSSO,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,73358.76
2021,4,MATO GROSSO,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,74757.74
2021,2,MATO GROSSO,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,73975.41
2021,1,MATO GROSSO,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,76139.624
2021,11,MATO GROSSO,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,55148.581
2021,6,GOIÁS,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,117973.017
2021,12,MATO GROSSO DO SUL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,13155.019
2021,11,MATO GROSSO DO SUL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,11767.354
2021,8,MATO GROSSO,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,71517.277
2021,7,GOIÁS,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,124505.459
2021,9,MINAS GERAIS,ETANOL HIDRATADO,REGIÃO SUDESTE,177987.423
2021,9,GOIÁS,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,118476.48
2021,3,ESPÍRITO SANTO,ETANOL HIDRATADO,REGIÃO SUDESTE,7322.546
2021,2,DISTRITO FEDERAL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,17552.4
2021,4,ESPÍRITO SANTO,ETANOL HIDRATADO,REGIÃO SUDESTE,4734.4
2021,2,ESPÍRITO SANTO,ETANOL HIDRATADO,REGIÃO SUDESTE,4577.9
2021,1,ESPÍRITO SANTO,ETANOL HIDRATADO,REGIÃO SUDESTE,4469.3
2021,12,MINAS GERAIS,ETANOL HIDRATADO,REGIÃO SUDESTE,168196.101
2021,11,MINAS GERAIS,ETANOL HIDRATADO,REGIÃO SUDESTE,139079.418
2021,10,MINAS GERAIS,ETANOL HIDRATADO,REGIÃO SUDESTE,174666.716
2021,8,MINAS GERAIS,ETANOL HIDRATADO,REGIÃO SUDESTE,186646.975
2021,7,MINAS GERAIS,ETANOL HIDRATADO,REGIÃO SUDESTE,191496.949
2021,8,GOIÁS,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,122355.197
2021,6,MINAS GERAIS,ETANOL HIDRATADO,REGIÃO SUDESTE,180368.5
2021,4,MINAS GERAIS,ETANOL HIDRATADO,REGIÃO SUDESTE,214483.78
2021,3,MINAS GERAIS,ETANOL HIDRATADO,REGIÃO SUDESTE,209421.8
2021,7,RIO DE JANEIRO,ETANOL HIDRATADO,REGIÃO SUDESTE,50328.227
2021,7,ALAGOAS,ETANOL HIDRATADO,REGIÃO NORDESTE,4509.939
2021,8,MATO GROSSO DO SUL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,12879.751
2021,10,MATO GROSSO DO SUL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,13416.812
2021,9,MATO GROSSO DO SUL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,13248.12
2021,12,GOIÁS,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,121344.229
2021,11,GOIÁS,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,107989.893
2021,10,GOIÁS,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,116504.728
2021,5,MINAS GERAIS,ETANOL HIDRATADO,REGIÃO SUDESTE,214706.451
2021,3,DISTRITO FEDERAL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,14109.242
2021,12,MARANHÃO,ETANOL HIDRATADO,REGIÃO NORDESTE,4264.23
2021,12,DISTRITO FEDERAL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,5227.595
2021,3,MARANHÃO,ETANOL HIDRATADO,REGIÃO NORDESTE,5121.21
2021,4,MARANHÃO,ETANOL HIDRATADO,REGIÃO NORDESTE,3777.73
2021,5,MARANHÃO,ETANOL HIDRATADO,REGIÃO NORDESTE,3655.53
2021,6,MARANHÃO,ETANOL HIDRATADO,REGIÃO NORDESTE,3456.06
2021,7,MARANHÃO,ETANOL HIDRATADO,REGIÃO NORDESTE,4078.23
2021,8,MARANHÃO,ETANOL HIDRATADO,REGIÃO NORDESTE,6284.56
2021,9,MARANHÃO,ETANOL HIDRATADO,REGIÃO NORDESTE,3777.63
2021,10,MARANHÃO,ETANOL HIDRATADO,REGIÃO NORDESTE,6760.23
2021,11,MARANHÃO,ETANOL HIDRATADO,REGIÃO NORDESTE,4061.96
2021,1,PIAUÍ,ETANOL HIDRATADO,REGIÃO NORDESTE,6985.0
2021,2,PIAUÍ,ETANOL HIDRATADO,REGIÃO NORDESTE,7259.0
2021,11,AMAPÁ,ETANOL HIDRATADO,REGIÃO NORTE,24.844
2021,10,AMAPÁ,ETANOL HIDRATADO,REGIÃO NORTE,10.01
2021,9,AMAPÁ,ETANOL HIDRATADO,REGIÃO NORTE,14.886
2021,6,PARÁ,ETANOL HIDRATADO,REGIÃO NORTE,3492.025
2021,6,RORAIMA,ETANOL HIDRATADO,REGIÃO NORTE,260.0
2021,7,RORAIMA,ETANOL HIDRATADO,REGIÃO NORTE,204.6
2021,8,RORAIMA,ETANOL HIDRATADO,REGIÃO NORTE,198.0
2021,9,RORAIMA,ETANOL HIDRATADO,REGIÃO NORTE,159.0
2021,5,ESPÍRITO SANTO,ETANOL HIDRATADO,REGIÃO SUDESTE,3380.437
2021,10,RORAIMA,ETANOL HIDRATADO,REGIÃO NORTE,191.0
2021,2,MARANHÃO,ETANOL HIDRATADO,REGIÃO NORDESTE,4472.36
2021,1,MARANHÃO,ETANOL HIDRATADO,REGIÃO NORDESTE,4314.66
2021,12,TOCANTINS,ETANOL HIDRATADO,REGIÃO NORTE,2347.1
2021,11,TOCANTINS,ETANOL HIDRATADO,REGIÃO NORTE,2267.6
2021,11,DISTRITO FEDERAL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,5938.0
2021,10,DISTRITO FEDERAL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,7185.5
2021,9,DISTRITO FEDERAL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,7189.0
2021,8,DISTRITO FEDERAL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,9068.2
2021,7,DISTRITO FEDERAL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,8459.0
2021,6,DISTRITO FEDERAL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,7890.0
2021,5,DISTRITO FEDERAL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,9718.0
2021,8,ALAGOAS,ETANOL HIDRATADO,REGIÃO NORDESTE,4180.472
2021,6,ALAGOAS,ETANOL HIDRATADO,REGIÃO NORDESTE,4351.14
2021,5,ALAGOAS,ETANOL HIDRATADO,REGIÃO NORDESTE,5696.609
2021,4,DISTRITO FEDERAL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,10381.0
2021,4,PIAUÍ,ETANOL HIDRATADO,REGIÃO NORDESTE,6512.3
2021,1,TOCANTINS,ETANOL HIDRATADO,REGIÃO NORTE,4042.29
2021,2,TOCANTINS,ETANOL HIDRATADO,REGIÃO NORTE,4082.43
2021,3,TOCANTINS,ETANOL HIDRATADO,REGIÃO NORTE,3953.26
2021,4,TOCANTINS,ETANOL HIDRATADO,REGIÃO NORTE,2916.03
2021,5,TOCANTINS,ETANOL HIDRATADO,REGIÃO NORTE,2455.7
2021,6,TOCANTINS,ETANOL HIDRATADO,REGIÃO NORTE,1634.3
2021,7,TOCANTINS,ETANOL HIDRATADO,REGIÃO NORTE,1848.5
2021,8,TOCANTINS,ETANOL HIDRATADO,REGIÃO NORTE,1930.3
2021,9,TOCANTINS,ETANOL HIDRATADO,REGIÃO NORTE,1956.3
2021,10,TOCANTINS,ETANOL HIDRATADO,REGIÃO NORTE,1938.898
2021,12,AMAPÁ,ETANOL HIDRATADO,REGIÃO NORTE,14.91
2021,6,ESPÍRITO SANTO,ETANOL HIDRATADO,REGIÃO SUDESTE,6743.012
2021,1,SÃO PAULO,ETANOL HIDRATADO,REGIÃO SUDESTE,867825.909
2021,8,ESPÍRITO SANTO,ETANOL HIDRATADO,REGIÃO SUDESTE,4242.0
2021,2,SANTA CATARINA,ETANOL HIDRATADO,REGIÃO SUL,8300.759
2021,3,SANTA CATARINA,ETANOL HIDRATADO,REGIÃO SUL,6711.104
2021,6,MATO GROSSO DO SUL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,12769.013
2021,5,MATO GROSSO DO SUL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,15446.901
2021,4,MATO GROSSO DO SUL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,17142.726
2021,3,MATO GROSSO DO SUL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,20400.293
2021,2,MATO GROSSO DO SUL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,18894.108
2021,1,MATO GROSSO DO SUL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,16682.032
2021,12,RIO GRANDE DO SUL,ETANOL HIDRATADO,REGIÃO SUL,2518.154
2021,11,RIO GRANDE DO SUL,ETANOL HIDRATADO,REGIÃO SUL,2272.769
2021,10,RIO GRANDE DO SUL,ETANOL HIDRATADO,REGIÃO SUL,2314.932
2021,9,RIO GRANDE DO SUL,ETANOL HIDRATADO,REGIÃO SUL,2589.872
2021,8,RIO GRANDE DO SUL,ETANOL HIDRATADO,REGIÃO SUL,2571.804
2021,7,RIO GRANDE DO SUL,ETANOL HIDRATADO,REGIÃO SUL,3108.775
2021,6,RIO GRANDE DO SUL,ETANOL HIDRATADO,REGIÃO SUL,2960.51
2021,5,RIO GRANDE DO SUL,ETANOL HIDRATADO,REGIÃO SUL,2611.477
2021,4,RIO GRANDE DO SUL,ETANOL HIDRATADO,REGIÃO SUL,2230.707
2021,3,RIO GRANDE DO SUL,ETANOL HIDRATADO,REGIÃO SUL,2991.859
2021,2,RIO GRANDE DO SUL,ETANOL HIDRATADO,REGIÃO SUL,4202.582
2021,1,RIO GRANDE DO SUL,ETANOL HIDRATADO,REGIÃO SUL,3919.868
2021,12,SANTA CATARINA,ETANOL HIDRATADO,REGIÃO SUL,4439.315
2021,1,SANTA CATARINA,ETANOL HIDRATADO,REGIÃO SUL,7856.601
2021,10,SÃO PAULO,ETANOL HIDRATADO,REGIÃO SUDESTE,645508.256
2021,10,RIO DE JANEIRO,ETANOL HIDRATADO,REGIÃO SUDESTE,51193.401
2021,11,RIO DE JANEIRO,ETANOL HIDRATADO,REGIÃO SUDESTE,45836.631
2021,11,RORAIMA,ETANOL HIDRATADO,REGIÃO NORTE,159.0
2021,9,PARANÁ,ETANOL HIDRATADO,REGIÃO SUL,70947.211
2021,8,PARANÁ,ETANOL HIDRATADO,REGIÃO SUL,72443.744
2021,7,PARANÁ,ETANOL HIDRATADO,REGIÃO SUL,76056.96
2021,6,PARANÁ,ETANOL HIDRATADO,REGIÃO SUL,72276.81
2021,5,PARANÁ,ETANOL HIDRATADO,REGIÃO SUL,90105.679
2021,4,PARANÁ,ETANOL HIDRATADO,REGIÃO SUL,108334.041
2021,3,PARANÁ,ETANOL HIDRATADO,REGIÃO SUL,98709.462
2021,2,PARANÁ,ETANOL HIDRATADO,REGIÃO SUL,111220.52
2021,1,PARANÁ,ETANOL HIDRATADO,REGIÃO SUL,111395.281
2021,11,SANTA CATARINA,ETANOL HIDRATADO,REGIÃO SUL,3593.13
2021,12,SÃO PAULO,ETANOL HIDRATADO,REGIÃO SUDESTE,620319.956
2021,11,SÃO PAULO,ETANOL HIDRATADO,REGIÃO SUDESTE,514409.426
2021,9,SÃO PAULO,ETANOL HIDRATADO,REGIÃO SUDESTE,647261.458
2021,8,SÃO PAULO,ETANOL HIDRATADO,REGIÃO SUDESTE,667064.02
2021,7,SÃO PAULO,ETANOL HIDRATADO,REGIÃO SUDESTE,703678.417
2021,6,SÃO PAULO,ETANOL HIDRATADO,REGIÃO SUDESTE,649797.67
2021,5,SÃO PAULO,ETANOL HIDRATADO,REGIÃO SUDESTE,777002.219
2021,4,SÃO PAULO,ETANOL HIDRATADO,REGIÃO SUDESTE,774400.163
2021,3,SÃO PAULO,ETANOL HIDRATADO,REGIÃO SUDESTE,779978.57
2021,2,SÃO PAULO,ETANOL HIDRATADO,REGIÃO SUDESTE,827534.191
2021,12,RIO DE JANEIRO,ETANOL HIDRATADO,REGIÃO SUDESTE,48787.83
2021,12,PARANÁ,ETANOL HIDRATADO,REGIÃO SUL,72125.518
2021,7,ESPÍRITO SANTO,ETANOL HIDRATADO,REGIÃO SUDESTE,6011.998
2021,10,SANTA CATARINA,ETANOL HIDRATADO,REGIÃO SUL,4258.417
2021,8,SANTA CATARINA,ETANOL HIDRATADO,REGIÃO SUL,4183.129
2021,4,SERGIPE,ETANOL HIDRATADO,REGIÃO NORDESTE,3827.788
2021,3,SERGIPE,ETANOL HIDRATADO,REGIÃO NORDESTE,5330.768
2021,2,SERGIPE,ETANOL HIDRATADO,REGIÃO NORDESTE,5356.7
2021,1,SERGIPE,ETANOL HIDRATADO,REGIÃO NORDESTE,4462.773
2021,12,ALAGOAS,ETANOL HIDRATADO,REGIÃO NORDESTE,6775.24
2021,11,ALAGOAS,ETANOL HIDRATADO,REGIÃO NORDESTE,5909.557
2021,10,ALAGOAS,ETANOL HIDRATADO,REGIÃO NORDESTE,4452.588
2021,9,ALAGOAS,ETANOL HIDRATADO,REGIÃO NORDESTE,3576.916
2021,9,SERGIPE,ETANOL HIDRATADO,REGIÃO NORDESTE,1594.912
2021,12,BAHIA,ETANOL HIDRATADO,REGIÃO NORDESTE,37699.564
2021,1,MINAS GERAIS,ETANOL HIDRATADO,REGIÃO SUDESTE,249167.158
2021,2,MINAS GERAIS,ETANOL HIDRATADO,REGIÃO SUDESTE,237410.892
2021,5,RIO DE JANEIRO,ETANOL HIDRATADO,REGIÃO SUDESTE,48197.188
2021,4,RIO DE JANEIRO,ETANOL HIDRATADO,REGIÃO SUDESTE,46048.284
2021,3,RIO DE JANEIRO,ETANOL HIDRATADO,REGIÃO SUDESTE,52368.995
2021,2,RIO DE JANEIRO,ETANOL HIDRATADO,REGIÃO SUDESTE,50592.38
2021,1,RIO DE JANEIRO,ETANOL HIDRATADO,REGIÃO SUDESTE,56644.201
2021,12,ESPÍRITO SANTO,ETANOL HIDRATADO,REGIÃO SUDESTE,2927.0
2021,11,ESPÍRITO SANTO,ETANOL HIDRATADO,REGIÃO SUDESTE,3206.814
2021,10,ESPÍRITO SANTO,ETANOL HIDRATADO,REGIÃO SUDESTE,3077.0
2021,9,ESPÍRITO SANTO,ETANOL HIDRATADO,REGIÃO SUDESTE,3245.0
2021,5,SERGIPE,ETANOL HIDRATADO,REGIÃO NORDESTE,3130.006
2021,6,SERGIPE,ETANOL HIDRATADO,REGIÃO NORDESTE,2134.829
2021,7,SERGIPE,ETANOL HIDRATADO,REGIÃO NORDESTE,1956.968
2021,8,SERGIPE,ETANOL HIDRATADO,REGIÃO NORDESTE,1741.0
2021,7,SANTA CATARINA,ETANOL HIDRATADO,REGIÃO SUL,4336.506
2021,6,SANTA CATARINA,ETANOL HIDRATADO,REGIÃO SUL,3961.291
2021,5,SANTA CATARINA,ETANOL HIDRATADO,REGIÃO SUL,4277.013
2021,4,SANTA CATARINA,ETANOL HIDRATADO,REGIÃO SUL,5273.913
2021,9,RIO DE JANEIRO,ETANOL HIDRATADO,REGIÃO SUDESTE,47160.207
2021,7,MATO GROSSO DO SUL,ETANOL HIDRATADO,REGIÃO CENTRO-OESTE,12571.332
2021,8,RIO DE JANEIRO,ETANOL HIDRATADO,REGIÃO SUDESTE,46356.69
2021,6,RIO DE JANEIRO,ETANOL HIDRATADO,REGIÃO SUDESTE,42051.74
2021,10,BAHIA,ETANOL HIDRATADO,REGIÃO NORDESTE,33721.2
2021,9,BAHIA,ETANOL HIDRATADO,REGIÃO NORDESTE,32486.485
2021,9,SANTA CATARINA,ETANOL HIDRATADO,REGIÃO SUL,4660.545
2021,8,BAHIA,ETANOL HIDRATADO,REGIÃO NORDESTE,33589.9
2021,6,BAHIA,ETANOL HIDRATADO,REGIÃO NORDESTE,35776.3
2021,5,BAHIA,ETANOL HIDRATADO,REGIÃO NORDESTE,40329.9
2021,4,BAHIA,ETANOL HIDRATADO,REGIÃO NORDESTE,42807.372
2021,3,BAHIA,ETANOL HIDRATADO,REGIÃO NORDESTE,45249.7
2021,2,BAHIA,ETANOL HIDRATADO,REGIÃO NORDESTE,45283.716
2021,1,BAHIA,ETANOL HIDRATADO,REGIÃO NORDESTE,50218.9
2021,12,SERGIPE,ETANOL HIDRATADO,REGIÃO NORDESTE,3181.774
2021,11,SERGIPE,ETANOL HIDRATADO,REGIÃO NORDESTE,2382.881
2021,11,BAHIA,ETANOL HIDRATADO,REGIÃO NORDESTE,32023.373
2021,10,SERGIPE,ETANOL HIDRATADO,REGIÃO NORDESTE,1789.785
2021,7,BAHIA,ETANOL HIDRATADO,REGIÃO NORDESTE,36637.582
2021,12,RORAIMA,ETANOL HIDRATADO,REGIÃO NORTE,161.948
2021,6,PERNAMBUCO,ETANOL HIDRATADO,REGIÃO NORDESTE,14492.211
2021,2,PARÁ,ETANOL HIDRATADO,REGIÃO NORTE,4442.616
2021,4,CEARÁ,ETANOL HIDRATADO,REGIÃO NORDESTE,10830.519
2021,5,CEARÁ,ETANOL HIDRATADO,REGIÃO NORDESTE,11948.729
2021,6,CEARÁ,ETANOL HIDRATADO,REGIÃO NORDESTE,9819.442
2021,8,CEARÁ,ETANOL HIDRATADO,REGIÃO NORDESTE,8299.96
2021,10,RIO GRANDE DO NORTE,ETANOL HIDRATADO,REGIÃO NORDESTE,4727.5
2021,9,CEARÁ,ETANOL HIDRATADO,REGIÃO NORDESTE,8342.8
2021,11,CEARÁ,ETANOL HIDRATADO,REGIÃO NORDESTE,11929.7
2021,12,CEARÁ,ETANOL HIDRATADO,REGIÃO NORDESTE,12471.1
2021,1,RIO GRANDE DO NORTE,ETANOL HIDRATADO,REGIÃO NORDESTE,8618.587
2021,2,RIO GRANDE DO NORTE,ETANOL HIDRATADO,REGIÃO NORDESTE,9493.3
2021,3,RIO GRANDE DO NORTE,ETANOL HIDRATADO,REGIÃO NORDESTE,8798.5
2021,4,RIO GRANDE DO NORTE,ETANOL HIDRATADO,REGIÃO NORDESTE,6378.9
2021,5,RIO GRANDE DO NORTE,ETANOL HIDRATADO,REGIÃO NORDESTE,6386.5
2021,6,RIO GRANDE DO NORTE,ETANOL HIDRATADO,REGIÃO NORDESTE,5499.152
2021,7,RIO GRANDE DO NORTE,ETANOL HIDRATADO,REGIÃO NORDESTE,4663.56
2021,8,RIO GRANDE DO NORTE,ETANOL HIDRATADO,REGIÃO NORDESTE,3601.0
2021,9,RIO GRANDE DO NORTE,ETANOL HIDRATADO,REGIÃO NORDESTE,7436.5
2021,3,CEARÁ,ETANOL HIDRATADO,REGIÃO NORDESTE,14287.85
2021,5,RORAIMA,ETANOL HIDRATADO,REGIÃO NORTE,270.8
2021,2,CEARÁ,ETANOL HIDRATADO,REGIÃO NORDESTE,14100.0
2021,12,PIAUÍ,ETANOL HIDRATADO,REGIÃO NORDESTE,7273.6
2021,8,PERNAMBUCO,ETANOL HIDRATADO,REGIÃO NORDESTE,13534.965
2021,9,PERNAMBUCO,ETANOL HIDRATADO,REGIÃO NORDESTE,12787.9
2021,10,PERNAMBUCO,ETANOL HIDRATADO,REGIÃO NORDESTE,18286.5
2021,11,PERNAMBUCO,ETANOL HIDRATADO,REGIÃO NORDESTE,22495.582
2021,12,PERNAMBUCO,ETANOL HIDRATADO,REGIÃO NORDESTE,23929.452
2021,1,ALAGOAS,ETANOL HIDRATADO,REGIÃO NORDESTE,7483.905
2021,2,ALAGOAS,ETANOL HIDRATADO,REGIÃO NORDESTE,8409.305
2021,3,ALAGOAS,ETANOL HIDRATADO,REGIÃO NORDESTE,8559.267
2021,1,PARAÍBA,ETANOL HIDRATADO,REGIÃO NORDESTE,17712.138
2021,12,RIO GRANDE DO NORTE,ETANOL HIDRATADO,REGIÃO NORDESTE,5123.5
2021,11,RIO GRANDE DO NORTE,ETANOL HIDRATADO,REGIÃO NORDESTE,6223.0
2021,7,CEARÁ,ETANOL HIDRATADO,REGIÃO NORDESTE,10248.7
2021,7,PIAUÍ,ETANOL HIDRATADO,REGIÃO NORDESTE,6865.4
2021,8,PIAUÍ,ETANOL HIDRATADO,REGIÃO NORDESTE,5520.3
2021,9,PIAUÍ,ETANOL HIDRATADO,REGIÃO NORDESTE,9333.9
2021,10,PIAUÍ,ETANOL HIDRATADO,REGIÃO NORDESTE,5695.8
2021,11,PIAUÍ,ETANOL HIDRATADO,REGIÃO NORDESTE,8732.379
2021,1,CEARÁ,ETANOL HIDRATADO,REGIÃO NORDESTE,14212.201
2021,10,CEARÁ,ETANOL HIDRATADO,REGIÃO NORDESTE,10059.46
2021,3,RORAIMA,ETANOL HIDRATADO,REGIÃO NORTE,291.4
2021,2,RORAIMA,ETANOL HIDRATADO,REGIÃO NORTE,215.0
2021,7,AMAZONAS,ETANOL HIDRATADO,REGIÃO NORTE,11685.898
2021,8,AMAZONAS,ETANOL HIDRATADO,REGIÃO NORTE,11345.643
2021,9,AMAZONAS,ETANOL HIDRATADO,REGIÃO NORTE,11093.975
2021,10,AMAZONAS,ETANOL HIDRATADO,REGIÃO NORTE,12261.491
2021,11,AMAZONAS,ETANOL HIDRATADO,REGIÃO NORTE,11336.415
2021,12,AMAZONAS,ETANOL HIDRATADO,REGIÃO NORTE,11173.99
2021,9,RONDÔNIA,ETANOL HIDRATADO,REGIÃO NORTE,890.168
2021,1,AMAZONAS,ETANOL HIDRATADO,REGIÃO NORTE,7699.964
2021,7,RONDÔNIA,ETANOL HIDRATADO,REGIÃO NORTE,952.31
2021,6,RONDÔNIA,ETANOL HIDRATADO,REGIÃO NORTE,1053.905
2021,1,RORAIMA,ETANOL HIDRATADO,REGIÃO NORTE,176.6
2021,4,RONDÔNIA,ETANOL HIDRATADO,REGIÃO NORTE,1287.138
2021,2,RONDÔNIA,ETANOL HIDRATADO,REGIÃO NORTE,1353.375
2021,5,RONDÔNIA,ETANOL HIDRATADO,REGIÃO NORTE,1204.078
2021,1,RONDÔNIA,ETANOL HIDRATADO,REGIÃO NORTE,1148.774
2021,3,RONDÔNIA,ETANOL HIDRATADO,REGIÃO NORTE,1434.78
2021,10,PARANÁ,ETANOL HIDRATADO,REGIÃO SUL,72051.446
2021,6,AMAZONAS,ETANOL HIDRATADO,REGIÃO NORTE,9304.902
2021,5,AMAZONAS,ETANOL HIDRATADO,REGIÃO NORTE,10507.375
2021,4,AMAZONAS,ETANOL HIDRATADO,REGIÃO NORTE,12570.646
2021,3,AMAZONAS,ETANOL HIDRATADO,REGIÃO NORTE,12515.164
2021,4,ALAGOAS,ETANOL HIDRATADO,REGIÃO NORDESTE,5854.315
2021,8,RONDÔNIA,ETANOL HIDRATADO,REGIÃO NORTE,910.958
2021,10,RONDÔNIA,ETANOL HIDRATADO,REGIÃO NORTE,805.113
2021,11,RONDÔNIA,ETANOL HIDRATADO,REGIÃO NORTE,814.301
2021,12,RONDÔNIA,ETANOL HIDRATADO,REGIÃO NORTE,712.117
2021,1,ACRE,ETANOL HIDRATADO,REGIÃO NORTE,682.353
2021,2,ACRE,ETANOL HIDRATADO,REGIÃO NORTE,688.676
2021,3,ACRE,ETANOL HIDRATADO,REGIÃO NORTE,783.804
2021,1,PARÁ,ETANOL HIDRATADO,REGIÃO NORTE,4350.59
2021,4,ACRE,ETANOL HIDRATADO,REGIÃO NORTE,661.899
2021,6,ACRE,ETANOL HIDRATADO,REGIÃO NORTE,578.337
2021,7,ACRE,ETANOL HIDRATADO,REGIÃO NORTE,504.325
2021,8,ACRE,ETANOL HIDRATADO,REGIÃO NORTE,536.741
2021,9,ACRE,ETANOL HIDRATADO,REGIÃO NORTE,476.773
2021,10,ACRE,ETANOL HIDRATADO,REGIÃO NORTE,510.314
2021,11,ACRE,ETANOL HIDRATADO,REGIÃO NORTE,459.814
2021,12,ACRE,ETANOL HIDRATADO,REGIÃO NORTE,424.719
2021,2,AMAZONAS,ETANOL HIDRATADO,REGIÃO NORTE,9317.243
2021,5,ACRE,ETANOL HIDRATADO,REGIÃO NORTE,662.783
2021,7,PERNAMBUCO,ETANOL HIDRATADO,REGIÃO NORDESTE,15901.6
2021,11,PARANÁ,ETANOL HIDRATADO,REGIÃO SUL,55896.097
2021,2,PERNAMBUCO,ETANOL HIDRATADO,REGIÃO NORDESTE,28805.6
2021,2,AMAPÁ,ETANOL HIDRATADO,REGIÃO NORTE,34.784
2021,3,AMAPÁ,ETANOL HIDRATADO,REGIÃO NORTE,59.635
2021,4,AMAPÁ,ETANOL HIDRATADO,REGIÃO NORTE,24.809
2021,5,AMAPÁ,ETANOL HIDRATADO,REGIÃO NORTE,39.727
2021,7,AMAPÁ,ETANOL HIDRATADO,REGIÃO NORTE,24.825
2021,3,PIAUÍ,ETANOL HIDRATADO,REGIÃO NORDESTE,7264.5
2021,5,PIAUÍ,ETANOL HIDRATADO,REGIÃO NORDESTE,7357.7
2021,4,RORAIMA,ETANOL HIDRATADO,REGIÃO NORTE,276.8
2021,6,PIAUÍ,ETANOL HIDRATADO,REGIÃO NORDESTE,5591.7
2021,2,PARAÍBA,ETANOL HIDRATADO,REGIÃO NORDESTE,16517.36
2021,3,PARAÍBA,ETANOL HIDRATADO,REGIÃO NORDESTE,13744.81
2021,1,AMAPÁ,ETANOL HIDRATADO,REGIÃO NORTE,29.759
2021,4,PARAÍBA,ETANOL HIDRATADO,REGIÃO NORDESTE,9603.65
2021,6,PARAÍBA,ETANOL HIDRATADO,REGIÃO NORDESTE,6970.98
2021,7,PARAÍBA,ETANOL HIDRATADO,REGIÃO NORDESTE,5831.95
2021,8,PARAÍBA,ETANOL HIDRATADO,REGIÃO NORDESTE,6039.97
2021,9,PARAÍBA,ETANOL HIDRATADO,REGIÃO NORDESTE,6016.37
2021,10,PARAÍBA,ETANOL HIDRATADO,REGIÃO NORDESTE,10322.87
2021,11,PARAÍBA,ETANOL HIDRATADO,REGIÃO NORDESTE,11471.74
2021,12,PARAÍBA,ETANOL HIDRATADO,REGIÃO NORDESTE,15793.64
2021,1,PERNAMBUCO,ETANOL HIDRATADO,REGIÃO NORDESTE,27342.382
2021,3,PERNAMBUCO,ETANOL HIDRATADO,REGIÃO NORDESTE,27400.954
2021,4,PERNAMBUCO,ETANOL HIDRATADO,REGIÃO NORDESTE,19196.6
