data,preco_r$_sc50kg,preco_us$
2025-01-31,153.25,26.24
2025-02-03,150.05,25.8
2025-02-04,148.28,25.71
2025-02-05,148.54,25.66
2025-02-06,149.23,25.87
2025-02-07,146.71,25.35
2025-02-10,147.3,25.44
2025-02-11,144.89,25.11
2025-02-12,143.86,24.98
2025-02-13,142.92,24.77
2025-02-14,142.55,25.0
2025-02-17,142.33,24.93
2025-02-18,142.09,24.96
2025-02-19,139.24,24.35
2025-02-20,142.12,24.9
2025-02-21,141.66,24.73
2025-02-24,142.07,24.71
2025-02-25,139.94,24.32
2025-02-26,141.82,24.46
2025-02-27,140.34,24.07
2025-02-28,138.87,23.52
2025-03-05,141.23,24.54
2025-03-06,139.95,24.28
2025-03-07,143.09,24.7
2025-03-10,140.4,23.98
2025-03-11,140.28,24.15
2025-03-12,139.94,24.1
2025-03-13,142.76,24.61
2025-03-14,139.5,24.3
2025-03-17,139.87,24.66
2025-03-18,138.25,24.37
2025-03-19,139.94,24.76
2025-03-20,136.95,24.16
2025-03-21,139.14,24.34
2025-03-24,138.01,23.99
2025-03-25,137.89,24.18
2025-03-26,139.63,24.35
2025-03-27,137.96,23.97
2025-03-28,139.42,24.21
2025-03-31,139.72,24.49
2025-04-01,141.03,24.81
2025-04-02,141.68,24.88
2025-04-03,139.0,24.71
2025-04-04,139.84,23.96
2025-04-07,140.42,23.76
2025-04-08,141.23,23.59
2025-04-09,141.29,24.2
2025-04-10,142.28,24.1
2025-04-11,141.59,24.12
2025-04-14,142.35,24.33
2025-04-15,142.68,24.22
2025-04-16,142.47,24.27
2025-04-17,144.31,24.85
2025-04-22,144.87,25.32
2025-04-23,144.64,25.31
2025-04-24,143.62,25.27
2025-04-25,143.81,25.31
2025-04-28,143.04,25.3
2025-04-29,142.84,25.36
2025-04-30,143.92,25.37
2025-05-02,141.64,25.05
2025-05-05,141.82,24.93
2025-05-06,142.07,24.89
2025-05-07,141.75,24.61
2025-05-08,141.36,24.93
2025-05-09,141.29,24.98
2025-05-12,141.15,24.82
2025-05-13,139.45,24.9
2025-05-14,138.71,24.65
2025-05-15,138.02,24.29
2025-05-16,136.94,24.16
2025-05-19,134.94,23.87
2025-05-20,133.27,23.5
2025-05-21,135.02,23.9
2025-05-22,133.19,23.57
2025-05-23,134.3,23.75
2025-05-26,134.7,23.74
2025-05-27,133.33,23.6
2025-05-28,134.63,23.65
2025-05-29,136.42,24.06
2025-05-30,133.59,23.36
2025-06-02,134.01,23.58
2025-06-03,134.7,23.88
2025-06-04,134.17,23.75
2025-06-05,131.4,23.5
2025-06-06,131.8,23.7
2025-06-09,132.48,23.81
2025-06-10,130.08,23.34
2025-06-11,127.06,22.91
2025-06-12,126.56,22.82
2025-06-13,125.53,22.67
2025-06-16,128.22,23.34
2025-06-17,126.89,23.07
2025-06-18,124.99,22.71
2025-06-20,123.02,22.27
2025-06-23,124.21,22.56
2025-06-24,120.73,21.89
2025-06-25,119.84,21.57
2025-06-26,118.76,21.58
2025-06-27,117.69,21.45
2025-06-30,116.61,21.47
2025-07-01,116.46,21.32
2025-07-02,115.95,21.38
2025-07-03,116.57,21.54
2025-07-04,116.73,21.52
2025-07-07,117.44,21.43
2025-07-08,116.09,21.32
2025-07-09,116.09,21.32
2025-07-10,115.9,20.92
2025-07-11,116.09,20.93
2025-07-14,116.93,20.94
2025-07-15,117.32,21.09
2025-07-16,118.28,21.27
2025-07-17,120.11,21.65
2025-07-18,121.22,21.7
2025-07-21,120.32,21.61
2025-07-22,120.19,21.59
2025-07-23,119.83,21.7
2025-07-24,120.1,21.77
2025-07-25,121.09,21.75
2025-07-28,120.94,21.61
2025-07-29,120.62,21.66
2025-07-30,120.6,21.64
2025-07-31,120.45,21.5
2025-08-01,119.34,21.51
2025-08-04,119.24,21.65
2025-08-05,120.54,21.89
2025-08-06,120.36,22.03
2025-08-07,120.04,22.09
2025-08-08,119.83,22.02
2025-08-11,119.33,21.91
2025-08-12,119.92,22.25
2025-08-13,119.85,22.18
2025-08-14,119.65,22.09
2025-08-15,121.18,22.45
2025-08-18,121.11,22.29
2025-08-19,120.49,21.9
2025-08-20,119.34,21.81
2025-08-21,120.21,21.94
2025-08-22,120.42,22.2
2025-08-25,119.54,22.08
2025-08-26,119.04,21.9
2025-08-27,117.83,21.74
2025-08-28,118.6,21.94
2025-08-29,118.44,21.85
2025-09-01,118.84,21.82
2025-09-02,118.99,21.73
2025-09-03,117.81,21.58
2025-09-04,117.33,21.54
2025-09-05,119.65,22.1
2025-09-08,118.84,21.93
2025-09-09,119.52,21.99
2025-09-10,119.39,22.08
2025-09-11,118.96,22.05
2025-09-12,117.23,21.89
2025-09-15,117.77,22.15
2025-09-16,117.99,22.27
2025-09-17,119.37,22.53
2025-09-18,119.33,22.47
2025-09-19,120.45,22.64
2025-09-22,119.7,22.43
2025-09-23,119.79,22.67
2025-09-24,118.7,22.28
2025-09-25,118.44,22.06
2025-09-26,117.61,22.02
2025-09-29,117.2,22.04
2025-09-30,117.33,22.04
2025-10-01,115.64,21.73
2025-10-02,117.61,22.02
2025-10-03,116.46,21.85
2025-10-06,117.56,22.14
2025-10-07,117.99,22.06
2025-10-08,117.21,21.93
2025-10-09,116.98,21.75
2025-10-10,117.05,21.29
2025-10-13,116.73,21.39
2025-10-14,115.84,21.19
2025-10-15,116.52,21.35
2025-10-16,115.67,21.24
2025-10-17,116.1,21.48
2025-10-20,114.8,21.37
2025-10-21,113.55,21.07
2025-10-22,112.02,20.74
2025-10-23,112.28,20.85
2025-10-24,113.48,21.05
2025-10-27,111.13,20.69
2025-10-28,111.04,20.72
2025-10-29,111.77,20.83
2025-10-30,112.92,21.0
2025-10-31,113.65,21.12
2025-11-03,112.34,20.97
2025-11-04,109.68,20.32
2025-11-05,108.97,20.33
2025-11-06,108.32,20.25
2025-11-07,107.16,20.07
2025-11-10,107.84,20.32
2025-11-11,108.71,20.63
2025-11-12,107.14,20.24
2025-11-13,107.06,20.21
2025-11-14,106.41,20.08
2025-11-17,106.25,19.95
2025-11-18,107.16,20.15
2025-11-19,106.81,20.01
2025-11-21,106.5,19.73
2025-11-24,106.12,19.67
2025-11-25,105.52,19.63
2025-11-26,106.98,20.05
2025-11-27,107.45,20.07
2025-11-28,108.5,20.35
2025-12-01,109.02,20.34
2025-12-02,108.77,20.4
2025-12-03,107.42,20.22
2025-12-04,107.58,20.26
2025-12-05,107.39,19.68
2025-12-08,107.39,19.68
2025-12-09,110.82,20.38
2025-12-10,112.9,20.61
2025-12-11,109.94,20.36
2025-12-12,110.43,20.4
2025-12-15,109.1,20.12
2025-12-16,109.74,20.08
2025-12-17,109.65,19.86
2025-12-18,111.0,20.11
2025-12-19,110.75,20.03
2025-12-22,110.63,19.82
2025-12-23,110.63,19.82
2025-12-26,110.63,19.82
2025-12-29,109.99,19.71
2025-12-30,109.99,19.71
2026-01-02,109.99,19.71
2026-01-05,108.77,20.14
2026-01-06,106.76,19.85
2026-01-07,107.91,20.02
2026-01-08,107.34,19.91
2026-01-09,106.65,19.87
2026-01-12,106.65,19.87
2026-01-13,105.4,19.59
2026-01-14,106.71,19.76
2026-01-15,106.98,19.95
2026-01-16,103.97,19.35
2026-01-19,104.37,19.46
2026-01-20,103.44,19.23
2026-01-21,104.66,19.68
2026-01-22,104.59,19.8
2026-01-23,104.84,19.83
2026-01-26,104.92,19.87
2026-01-27,104.95,20.16
2026-01-28,104.6,20.05
2026-01-29,104.78,20.18
2026-01-30,104.89,19.98
2026-02-02,106.29,20.22
2026-02-03,105.81,20.2
2026-02-04,102.82,19.54
2026-02-05,101.76,19.37
2026-02-06,100.63,19.28
2026-02-09,100.1,19.29
2026-02-10,101.65,19.54
2026-02-11,99.67,19.22
2026-02-12,98.53,18.94
2026-02-13,99.51,19.04
2026-02-18,99.25,18.92
2026-02-19,101.9,19.5
2026-02-20,100.45,19.4
2026-02-23,99.09,19.17
2026-02-24,99.11,19.23
2026-02-25,98.28,19.17
2026-02-26,98.14,19.08
2026-02-27,98.59,19.19
2026-03-02,98.55,19.07
2026-03-03,98.23,18.64
2026-03-04,98.23,18.64
2026-03-05,97.62,18.48
2026-03-06,97.38,18.55
2026-03-09,98.31,19.01
2026-03-10,98.52,19.09
2026-03-11,97.28,18.84
2026-03-12,95.79,18.29
2026-03-13,97.24,18.3
2026-03-16,97.62,18.67
2026-03-17,97.11,18.65
2026-03-18,98.16,18.78
2026-03-19,100.51,19.27
2026-03-20,101.32,19.05
2026-03-23,100.77,19.26
2026-03-24,102.26,19.45
2026-03-25,102.28,19.59
2026-03-26,103.83,19.79
2026-03-27,103.29,19.7
2026-03-30,105.41,20.04
2026-03-31,105.46,20.32
2026-04-01,105.33,20.42
2026-04-02,105.06,20.35
2026-04-06,104.16,20.23
2026-04-07,103.38,20.03
2026-04-08,103.82,20.31
2026-04-09,104.16,20.56
2026-04-10,105.78,21.12
2026-04-13,103.47,20.71
2026-04-14,101.5,20.34
2026-04-15,99.37,19.91
2026-04-16,99.14,19.86
2026-04-17,99.9,20.05
2026-04-20,99.39,19.98
2026-04-22,99.04,19.92
2026-04-23,96.06,19.18
2026-04-24,99.66,19.94
2026-04-27,98.71,19.82
2026-04-28,97.66,19.61
2026-04-29,99.82,19.94
2026-04-30,97.91,19.75
2026-05-04,97.83,19.69
2026-05-05,97.43,19.84
2026-05-06,97.72,19.87
2026-05-07,97.83,19.88
2026-05-08,96.59,19.74
2026-05-11,96.6,19.73
2026-05-12,96.3,19.68
2026-05-13,96.52,19.31
2026-05-14,95.23,19.09
2026-05-15,95.04,18.77
2026-05-18,94.7,18.91
2026-05-19,93.96,18.62
2026-05-20,93.25,18.65
2026-05-21,94.08,18.84
2026-05-22,93.56,18.62
2026-05-25,93.69,18.68
2026-05-26,93.09,18.5
2026-05-27,94.22,18.62
2026-05-28,93.84,18.66
2026-05-29,93.0,18.43
2026-06-01,94.27,18.8
2026-06-02,93.02,18.56
2026-06-03,93.24,18.37
2026-06-05,93.24,18.37
2026-06-08,91.36,17.64
2026-06-09,92.9,17.93
2026-06-10,92.35,17.85
2026-06-11,92.18,18.09
2026-06-12,92.84,18.34
2026-06-15,93.63,18.46
2026-06-16,92.1,18.1
2026-06-17,91.48,17.88
