safra,levantamento,unidade_geo,tipo_unidade,produto,metrica,valor
2025/2026,1,SP,uf,etanol_hidratado,producao_mil_l,7185712.0784
2026/2027,1,SP,uf,etanol_hidratado,producao_mil_l,7622759.0963
2025/2026,1,SUL,regiao,etanol_hidratado,producao_mil_l,649914.0086
2026/2027,1,SUL,regiao,etanol_hidratado,producao_mil_l,624697.9
2025/2026,1,PR,uf,etanol_hidratado,producao_mil_l,649914.0086
2026/2027,1,PR,uf,etanol_hidratado,producao_mil_l,624697.9
2025/2026,1,BRASIL,pais,etanol_hidratado,producao_mil_l,17211219.2583
2026/2027,1,BRASIL,pais,etanol_hidratado,producao_mil_l,18289300.5643
2025/2026,1,NORDESTE,regiao,etanol_milho_anidro,producao_mil_l,796800.0
2026/2027,1,NORDESTE,regiao,etanol_milho_anidro,producao_mil_l,1031800.0
2025/2026,1,NORDESTE,regiao,etanol_milho_hidratado,producao_mil_l,199231.2
2026/2027,1,NORDESTE,regiao,etanol_milho_hidratado,producao_mil_l,434231.2
2025/2026,1,NORDESTE,regiao,etanol_milho_total,producao_mil_l,996031.2
2026/2027,1,NORDESTE,regiao,etanol_milho_total,producao_mil_l,1466031.2
2025/2026,1,MA,uf,etanol_milho_anidro,producao_mil_l,796800.0
2026/2027,1,MA,uf,etanol_milho_anidro,producao_mil_l,796800.0
2025/2026,1,MA,uf,etanol_milho_hidratado,producao_mil_l,199200.0
2026/2027,1,MA,uf,etanol_milho_hidratado,producao_mil_l,199200.0
2025/2026,1,MA,uf,etanol_milho_total,producao_mil_l,996000.0
2026/2027,1,MA,uf,etanol_milho_total,producao_mil_l,996000.0
2025/2026,1,AL,uf,etanol_milho_hidratado,producao_mil_l,31.2
2026/2027,1,AL,uf,etanol_milho_hidratado,producao_mil_l,31.2
2025/2026,1,AL,uf,etanol_milho_total,producao_mil_l,31.2
2026/2027,1,AL,uf,etanol_milho_total,producao_mil_l,31.2
2026/2027,1,BA,uf,etanol_milho_anidro,producao_mil_l,235000.0
2026/2027,1,BA,uf,etanol_milho_hidratado,producao_mil_l,235000.0
2026/2027,1,BA,uf,etanol_milho_total,producao_mil_l,470000.0
2025/2026,1,CENTRO-OESTE,regiao,etanol_milho_anidro,producao_mil_l,3161575.0
2026/2027,1,CENTRO-OESTE,regiao,etanol_milho_anidro,producao_mil_l,3221767.0
2025/2026,1,CENTRO-OESTE,regiao,etanol_milho_hidratado,producao_mil_l,5997402.0
2026/2027,1,CENTRO-OESTE,regiao,etanol_milho_hidratado,producao_mil_l,6710329.0
2025/2026,1,CENTRO-OESTE,regiao,etanol_milho_total,producao_mil_l,9158977.0
2026/2027,1,CENTRO-OESTE,regiao,etanol_milho_total,producao_mil_l,9932096.0
2025/2026,1,MT,uf,etanol_milho_anidro,producao_mil_l,2168056.0
2026/2027,1,MT,uf,etanol_milho_anidro,producao_mil_l,2305600.0
2025/2026,1,MT,uf,etanol_milho_hidratado,producao_mil_l,4079944.0
2026/2027,1,MT,uf,etanol_milho_hidratado,producao_mil_l,4734400.0
2025/2026,1,MT,uf,etanol_milho_total,producao_mil_l,6248000.0
2026/2027,1,MT,uf,etanol_milho_total,producao_mil_l,7040000.0
2025/2026,1,MS,uf,etanol_milho_anidro,producao_mil_l,572343.0
2026/2027,1,MS,uf,etanol_milho_anidro,producao_mil_l,424560.0
2025/2026,1,MS,uf,etanol_milho_hidratado,producao_mil_l,1556051.0
2026/2027,1,MS,uf,etanol_milho_hidratado,producao_mil_l,1625929.0
2025/2026,1,MS,uf,etanol_milho_total,producao_mil_l,2128394.0
2026/2027,1,MS,uf,etanol_milho_total,producao_mil_l,2050489.0
2025/2026,1,GO,uf,etanol_milho_anidro,producao_mil_l,421176.0
2026/2027,1,GO,uf,etanol_milho_anidro,producao_mil_l,491607.0
2025/2026,1,GO,uf,etanol_milho_hidratado,producao_mil_l,361407.0
2026/2027,1,GO,uf,etanol_milho_hidratado,producao_mil_l,350000.0
2025/2026,1,GO,uf,etanol_milho_total,producao_mil_l,782583.0
2026/2027,1,GO,uf,etanol_milho_total,producao_mil_l,841607.0
2025/2026,1,SUL,regiao,etanol_milho_anidro,producao_mil_l,16351.0
2026/2027,1,SUL,regiao,etanol_milho_anidro,producao_mil_l,28979.6
2025/2026,1,SUL,regiao,etanol_milho_hidratado,producao_mil_l,2085.0
2026/2027,1,SUL,regiao,etanol_milho_hidratado,producao_mil_l,2556.1
2025/2026,1,SUL,regiao,etanol_milho_total,producao_mil_l,18436.0
2026/2027,1,SUL,regiao,etanol_milho_total,producao_mil_l,31535.7
2025/2026,1,PR,uf,etanol_milho_anidro,producao_mil_l,16351.0
2026/2027,1,PR,uf,etanol_milho_anidro,producao_mil_l,28979.6
2025/2026,1,PR,uf,etanol_milho_hidratado,producao_mil_l,2085.0
2026/2027,1,PR,uf,etanol_milho_hidratado,producao_mil_l,2556.1
2025/2026,1,PR,uf,etanol_milho_total,producao_mil_l,18436.0
2026/2027,1,PR,uf,etanol_milho_total,producao_mil_l,31535.7
2025/2026,1,BRASIL,pais,etanol_milho_anidro,producao_mil_l,3974726.0
2026/2027,1,BRASIL,pais,etanol_milho_anidro,producao_mil_l,4282546.6
2025/2026,1,BRASIL,pais,etanol_milho_hidratado,producao_mil_l,6198718.2
2026/2027,1,BRASIL,pais,etanol_milho_hidratado,producao_mil_l,7147116.3
2025/2026,1,BRASIL,pais,etanol_milho_total,producao_mil_l,10173444.2
2026/2027,1,BRASIL,pais,etanol_milho_total,producao_mil_l,11429662.9
