data,preco_r$_m3,preco_us$
2024-11-14,2751.0,476.03
2024-11-18,2746.5,478.15
2024-11-19,2742.5,474.97
2024-11-21,2734.0,469.92
2024-11-22,2738.0,471.26
2024-11-25,2736.5,471.08
2024-11-26,2718.5,468.14
2024-11-27,2721.5,460.02
2024-11-28,2727.0,455.56
2024-11-29,2728.5,454.3
2024-12-02,2730.5,449.98
2024-12-03,2734.0,451.45
2024-12-04,2729.0,451.9
2024-12-05,2733.0,455.35
2024-12-06,2741.0,450.3
2024-12-09,2734.0,449.3
2024-12-10,2737.5,451.88
2024-12-11,2731.5,454.19
2024-12-12,2735.0,453.26
2024-12-13,2741.0,453.66
2024-12-16,2752.5,452.34
2024-12-17,2750.0,452.01
2024-12-18,2740.0,438.96
2024-12-19,2749.0,449.48
2024-12-20,2733.0,450.99
2024-12-23,2736.5,442.08
2024-12-26,2740.5,443.66
2024-12-27,2755.5,445.01
2024-12-30,2761.0,446.76
2025-01-02,2767.5,448.91
2025-01-03,2800.5,453.01
2025-01-06,2817.0,460.82
2025-01-07,2837.5,464.02
2025-01-08,2844.0,465.62
2025-01-09,2860.5,472.58
2025-01-10,2862.5,469.42
2025-01-13,2886.0,473.11
2025-01-14,2895.0,478.75
2025-01-15,2914.5,484.14
2025-01-16,2933.5,484.08
2025-01-17,2920.5,481.77
2025-01-20,2923.0,483.62
2025-01-21,2927.0,485.25
2025-01-22,2919.0,491.5
2025-01-23,2922.5,493.92
2025-01-24,2927.5,495.18
2025-01-27,2907.0,491.79
2025-01-28,2930.0,499.06
2025-01-29,2928.0,498.04
2025-01-30,2945.0,501.87
2025-01-31,2937.5,503.0
2025-02-03,2953.0,507.82
2025-02-04,2954.5,512.22
2025-02-05,2959.0,511.14
2025-02-06,2952.5,511.79
2025-02-07,2937.5,507.52
2025-02-10,2944.5,508.64
2025-02-11,2952.5,511.79
2025-02-12,2942.5,510.85
2025-02-13,2955.5,512.31
2025-02-14,2946.0,516.57
2025-02-17,2948.0,516.29
2025-02-18,2952.0,518.62
2025-02-19,2942.0,514.52
2025-02-20,2950.0,516.91
2025-02-21,2951.0,515.19
2025-02-24,2948.0,512.7
2025-02-25,2944.0,511.64
2025-02-26,2949.0,508.54
2025-02-27,2938.5,503.94
2025-02-28,2945.5,498.81
2025-03-05,2926.0,508.34
2025-03-06,2939.0,509.89
2025-03-07,2935.0,506.73
2025-03-10,2913.0,497.61
2025-03-11,2922.5,503.19
2025-03-12,2921.5,503.19
2025-03-13,2899.0,499.83
2025-03-14,2892.5,503.83
2025-03-17,2876.5,507.05
2025-03-18,2871.0,506.08
2025-03-19,2872.5,508.32
2025-03-20,2884.0,508.82
2025-03-21,2855.5,499.48
2025-03-24,2844.5,494.52
2025-03-25,2843.5,498.68
2025-03-26,2828.0,493.11
2025-03-27,2824.5,490.71
2025-03-28,2829.0,491.32
2025-03-31,2846.0,498.77
2025-04-01,2858.0,502.73
2025-04-02,2858.5,502.02
2025-04-03,2857.0,507.82
2025-04-04,2871.0,491.95
2025-04-07,2852.5,482.57
2025-04-08,2865.5,478.62
2025-04-09,2850.5,488.18
2025-04-10,2808.5,475.69
2025-04-11,2804.5,477.77
2025-04-14,2807.5,479.83
2025-04-15,2801.0,475.39
2025-04-16,2811.0,478.88
2025-04-17,2828.5,487.08
2025-04-22,2813.0,491.61
2025-04-23,2789.0,488.01
2025-04-24,2787.0,490.41
2025-04-25,2806.0,493.75
2025-04-28,2808.0,496.64
2025-04-29,2824.5,501.51
2025-04-30,2808.5,495.15
2025-05-02,2845.5,503.18
2025-05-05,2834.5,498.33
2025-05-06,2822.5,494.57
2025-05-07,2808.5,487.59
2025-05-08,2791.5,492.24
2025-05-09,2797.5,494.69
2025-05-12,2784.5,489.71
2025-05-13,2801.0,500.09
2025-05-14,2805.0,498.49
2025-05-15,2804.0,493.49
2025-05-16,2807.5,495.32
2025-05-19,2810.5,497.08
2025-05-20,2802.0,494.09
2025-05-21,2798.0,495.22
2025-05-22,2773.0,490.8
2025-05-23,2770.0,489.92
2025-05-26,2733.0,481.67
2025-05-27,2707.0,479.2
2025-05-28,2702.0,474.62
2025-05-29,2695.5,475.48
2025-05-30,2688.0,470.09
2025-06-02,2680.0,471.66
2025-06-03,2646.0,469.07
2025-06-04,2631.5,465.75
2025-06-05,2628.0,470.04
2025-06-06,2634.0,473.57
2025-06-09,2622.5,471.42
2025-06-10,2643.0,474.17
2025-06-11,2621.5,472.77
2025-06-12,2637.0,475.56
2025-06-13,2649.0,478.42
2025-06-16,2672.0,486.35
2025-06-17,2665.5,484.55
2025-06-18,2672.5,485.64
2025-06-20,2668.0,483.07
2025-06-23,2702.5,490.83
2025-06-24,2704.5,490.48
2025-06-25,2710.0,487.76
2025-06-26,2736.0,497.27
2025-06-27,2734.0,498.36
2025-06-30,2705.0,498.16
2025-07-01,2712.0,496.43
2025-07-02,2697.0,497.23
2025-07-03,2691.0,497.23
2025-07-04,2666.5,491.61
2025-07-07,2649.5,483.57
2025-07-08,2638.0,484.39
2025-07-09,2638.0,480.25
2025-07-10,2633.5,475.28
2025-07-11,2639.0,475.75
2025-07-14,2635.0,471.8
2025-07-15,2628.0,472.49
2025-07-16,2617.5,470.6
2025-07-17,2627.0,473.59
2025-07-18,2626.5,470.19
2025-07-21,2619.0,470.37
2025-07-22,2616.0,470.0
2025-07-23,2645.0,478.91
2025-07-24,2653.0,480.79
2025-07-25,2668.0,479.25
2025-07-28,2699.5,482.4
2025-07-29,2717.0,487.88
2025-07-30,2734.5,490.58
2025-07-31,2755.5,491.97
2025-08-01,2754.5,496.4
2025-08-04,2759.5,501.09
2025-08-05,2726.0,495.01
2025-08-06,2726.5,499.08
2025-08-07,2725.5,501.47
2025-08-08,2712.0,498.44
2025-08-11,2734.5,502.11
2025-08-12,2750.5,510.3
2025-08-13,2752.5,509.34
2025-08-14,2761.5,509.78
2025-08-15,2781.5,515.28
2025-08-18,2783.0,512.24
2025-08-19,2793.5,507.82
2025-08-20,2784.5,508.77
2025-08-21,2785.0,508.21
2025-08-22,2791.5,514.56
2025-08-25,2791.5,515.51
2025-08-26,2787.5,512.88
2025-08-27,2800.5,516.6
2025-08-28,2834.5,524.42
2025-08-29,2861.5,527.95
2025-09-01,2884.0,529.66
2025-09-02,2883.5,526.67
2025-09-03,2887.0,528.95
2025-09-04,2877.5,528.37
2025-09-05,2873.5,530.85
2025-09-08,2885.5,532.48
2025-09-09,2863.0,526.87
2025-09-10,2868.5,530.42
2025-09-11,2857.0,529.66
2025-09-12,2845.5,531.37
2025-09-15,2858.0,537.42
2025-09-16,2843.5,536.71
2025-09-17,2840.5,536.04
2025-09-18,2848.0,536.35
2025-09-19,2833.0,532.52
2025-09-22,2838.0,531.76
2025-09-23,2831.0,535.67
2025-09-24,2840.0,533.13
2025-09-25,2830.0,527.2
2025-09-26,2827.5,529.49
2025-09-29,2835.5,533.19
2025-09-30,2820.0,529.68
2025-10-01,2831.5,532.14
2025-10-02,2828.0,529.59
2025-10-03,2817.5,528.61
2025-10-06,2818.0,530.6
2025-10-07,2806.5,524.78
2025-10-08,2804.5,524.79
2025-10-09,2805.5,521.66
2025-10-10,2812.5,511.46
2025-10-13,2817.5,516.21
2025-10-14,2820.5,516.01
2025-10-15,2842.5,520.89
2025-10-16,2856.5,524.42
2025-10-17,2865.5,530.06
2025-10-20,2857.0,531.73
2025-10-21,2846.5,528.21
2025-10-22,2833.0,524.53
2025-10-23,2855.5,530.17
2025-10-24,2875.0,533.2
2025-10-27,2871.0,534.44
2025-10-28,2880.0,537.31
2025-10-29,2897.0,539.88
2025-10-30,2886.5,536.72
2025-10-31,2894.5,537.91
2025-11-03,2889.0,539.4
2025-11-04,2878.5,533.25
2025-11-05,2893.5,539.93
2025-11-06,2893.0,540.95
2025-11-07,2917.5,546.55
2025-11-10,2895.5,545.6
2025-11-11,2907.0,551.61
2025-11-12,2905.0,548.84
2025-11-13,2914.0,550.12
2025-11-14,2938.5,554.54
2025-11-17,2946.5,553.23
2025-11-18,2951.0,554.91
2025-11-19,2971.0,556.58
2025-11-21,2962.5,548.92
2025-11-24,2969.5,550.52
2025-11-25,2963.5,551.25
2025-11-26,2956.5,554.07
2025-11-27,2967.0,554.17
2025-11-28,2992.0,561.14
2025-12-01,2989.0,557.75
2025-12-02,2980.5,558.98
2025-12-03,3003.0,565.32
2025-12-04,2997.0,564.51
2025-12-05,2993.5,548.66
2025-12-08,3011.0,555.13
2025-12-09,3003.5,552.22
2025-12-10,2997.5,547.19
2025-12-11,3012.5,557.77
2025-12-12,3011.5,556.35
2025-12-15,3010.5,555.24
2025-12-16,3012.5,551.13
2025-12-17,3023.5,547.54
2025-12-18,3024.0,547.73
2025-12-19,3043.0,550.37
2025-12-22,3033.5,543.44
2025-12-23,3019.0,545.14
2025-12-26,3018.5,544.46
2025-12-29,3034.0,543.83
2025-12-30,3040.0,553.94
2026-01-02,3056.5,563.72
2026-01-05,3096.0,573.12
2026-01-06,3113.5,578.93
2026-01-07,3118.0,578.59
2026-01-08,3132.5,581.06
2026-01-09,3145.5,586.08
2026-01-12,3161.5,588.73
2026-01-13,3152.5,585.97
2026-01-14,3158.0,584.92
2026-01-15,3165.5,590.36
2026-01-16,3175.0,591.03
2026-01-19,3176.5,592.19
2026-01-20,3169.0,589.25
2026-01-21,3163.5,594.75
2026-01-22,3164.5,599.0
2026-01-23,3183.0,602.04
2026-01-26,3186.0,603.29
2026-01-27,3170.5,609.13
2026-01-28,3171.0,607.94
2026-01-29,3156.0,607.86
2026-01-30,3157.5,601.31
2026-02-02,3153.0,599.77
2026-02-03,3160.0,603.17
2026-02-04,3146.5,598.08
2026-02-05,3136.5,597.09
2026-02-06,3143.0,602.11
2026-02-09,3135.0,604.28
2026-02-10,3130.5,601.9
2026-02-11,3131.5,603.84
2026-02-12,3119.0,599.58
2026-02-13,3100.0,593.3
2026-02-18,3085.5,588.27
2026-02-19,3083.0,590.05
2026-02-20,3009.0,581.0
2026-02-23,2973.5,575.37
2026-02-24,2955.5,573.33
2026-02-25,2946.5,574.7
2026-02-26,2954.0,574.26
2026-02-27,2970.5,578.26
2026-03-02,3003.0,580.96
2026-03-03,3020.0,572.95
2026-03-04,3029.0,580.38
2026-03-05,3023.0,572.32
2026-03-06,3016.0,574.48
2026-03-09,3049.5,589.62
2026-03-10,3051.5,591.26
2026-03-11,3040.0,588.69
2026-03-12,3047.0,581.82
2026-03-13,3043.0,572.75
2026-03-16,3047.0,582.6
2026-03-17,3039.5,583.85
2026-03-18,3023.0,578.23
2026-03-19,3050.0,584.85
2026-03-20,3044.5,572.38
2026-03-23,3056.0,583.99
2026-03-24,3050.5,580.27
2026-03-25,3035.0,581.31
2026-03-26,3012.5,574.25
2026-03-27,3023.0,576.58
2026-03-30,3013.0,572.81
2026-03-31,3027.5,583.22
2026-04-01,2997.5,581.14
2026-04-02,2954.5,572.36
2026-04-06,2948.5,572.75
2026-04-07,2917.0,565.2
2026-04-08,2895.5,566.52
2026-04-09,2858.0,564.26
2026-04-10,2812.5,561.49
2026-04-13,2775.0,555.33
2026-04-14,2726.0,546.29
2026-04-15,2710.5,542.97
2026-04-16,2685.5,537.85
2026-04-17,2631.0,528.0
2026-04-20,2601.5,523.02
2026-04-22,2563.0,515.38
2026-04-23,2523.5,503.79
2026-04-24,2476.0,495.3
2026-04-27,2423.5,486.65
2026-04-28,2421.0,486.14
2026-04-29,2407.5,480.83
2026-04-30,2406.0,485.37
2026-05-04,2408.0,484.7
2026-05-05,2400.0,488.6
2026-05-06,2388.0,485.46
2026-05-07,2380.0,483.54
2026-05-08,2365.5,483.35
2026-05-11,2345.5,479.06
2026-05-12,2339.0,477.93
2026-05-13,2314.0,462.89
2026-05-14,2324.0,466.01
2026-05-15,2330.0,460.11
2026-05-18,2352.0,469.74
2026-05-19,2346.5,465.11
2026-05-20,2347.0,469.31
2026-05-21,2356.0,471.67
2026-05-22,2357.5,469.25
2026-05-25,2357.0,469.9
2026-05-26,2353.0,467.7
2026-05-27,2349.0,464.32
2026-05-28,2340.5,465.31
2026-05-29,2351.5,466.01
2026-06-01,2335.0,465.7
2026-06-02,2333.5,465.49
2026-06-03,2328.0,458.72
2026-06-05,2318.5,449.84
2026-06-08,2312.5,446.51
2026-06-09,2321.5,448.08
2026-06-10,2318.5,448.19
2026-06-11,2329.0,457.11
2026-06-12,2344.5,463.07
2026-06-15,2345.5,462.53
2026-06-16,2340.0,459.91
2026-06-17,2345.5,458.55
2026-06-18,2348.5,453.64
2026-06-19,2347.5,455.47
2026-06-22,2357.5,458.03
2026-06-23,2360.0,454.9
2026-06-24,2371.5,455.71
2026-06-25,2375.5,458.86
2026-06-26,2387.0,461.61
2026-06-29,2379.5,460.43
2026-06-30,2365.5,457.63
2026-07-01,2369.0,454.79
