data,estado,produto,preco_medio,preco_min,preco_max,n_postos
2025-07-05,BA,hidratado,4.61,4.25,5.49,216
2025-07-05,CE,gasolina_c,6.43,5.79,6.88,100
2025-07-05,CE,hidratado,5.3,4.79,5.62,95
2025-07-05,DF,gasolina_c,6.51,6.19,6.59,49
2025-07-05,DF,hidratado,4.68,4.48,4.85,27
2025-07-05,ES,gasolina_c,6.03,5.65,6.69,89
2025-07-05,ES,hidratado,4.44,4.09,4.99,56
2025-07-05,GO,gasolina_c,6.19,5.44,6.89,180
2025-07-05,GO,hidratado,4.27,3.49,4.99,173
2025-07-05,MA,gasolina_c,6.05,5.59,7.09,106
2025-07-05,MA,hidratado,4.74,4.29,5.79,62
2025-07-05,MG,gasolina_c,6.17,5.49,6.78,447
2025-07-05,MG,hidratado,4.23,3.74,4.89,418
2025-07-05,MS,gasolina_c,5.98,5.64,6.99,51
2025-07-05,MS,hidratado,3.92,3.64,4.98,30
2025-07-05,MT,gasolina_c,6.08,5.77,6.77,79
2025-07-05,MT,hidratado,3.78,3.53,4.49,75
2025-07-05,PA,gasolina_c,6.3,5.59,7.15,119
2025-07-05,PA,hidratado,4.78,4.29,5.62,45
2025-07-05,PB,gasolina_c,6.01,5.77,6.19,65
2025-07-05,PB,hidratado,4.53,4.38,4.99,50
2025-07-05,PE,gasolina_c,6.4,5.69,7.59,158
2025-07-05,PE,hidratado,4.91,4.2,6.49,130
2025-07-05,PI,gasolina_c,5.92,5.69,6.39,59
2025-07-05,PI,hidratado,4.61,4.35,5.2,41
2025-07-05,PR,gasolina_c,6.49,5.59,6.99,267
2025-07-05,PR,hidratado,4.39,3.59,4.89,268
2025-07-05,RJ,gasolina_c,6.06,5.49,7.79,319
2025-07-05,RJ,hidratado,4.43,3.99,5.39,290
2025-07-05,RN,gasolina_c,6.35,6.05,6.79,49
2025-07-05,RN,hidratado,5.14,4.85,5.59,45
2025-07-05,RO,gasolina_c,6.87,6.73,6.99,51
2025-07-05,RO,hidratado,5.21,4.77,5.99,24
2025-07-05,RR,gasolina_c,6.95,6.95,6.95,16
2025-07-05,RR,hidratado,5.15,5.15,5.2,8
2025-07-05,RS,gasolina_c,6.07,5.49,7.37,313
2025-07-05,RS,hidratado,4.82,4.19,6.35,130
2025-07-05,SC,gasolina_c,6.41,5.98,6.79,156
2025-07-05,SC,hidratado,4.67,4.23,6.36,103
2025-07-05,SE,gasolina_c,6.6,6.39,6.69,41
2025-07-05,SE,hidratado,4.94,4.75,4.99,22
2025-07-05,SP,gasolina_c,6.06,4.99,8.99,1203
2025-07-05,SP,hidratado,3.96,3.19,5.99,1185
2025-07-05,TO,gasolina_c,6.49,5.87,6.89,48
2025-07-05,TO,hidratado,4.74,4.27,5.21,40
2025-07-12,AC,gasolina_c,7.63,7.42,8.09,17
2025-07-12,AC,hidratado,5.34,5.1,6.08,12
2025-07-12,AL,gasolina_c,6.3,5.85,6.99,50
2025-07-12,AL,hidratado,5.15,4.79,5.39,43
2025-07-12,AM,gasolina_c,7.12,6.94,8.39,55
2025-07-12,AM,hidratado,5.49,5.39,5.59,41
2025-07-12,AP,gasolina_c,6.06,6.02,6.19,17
2025-07-12,AP,hidratado,5.37,5.28,5.59,4
2025-07-12,BA,gasolina_c,6.28,5.49,6.89,233
2025-07-12,BA,hidratado,4.61,4.09,5.49,208
2025-07-12,CE,gasolina_c,6.4,5.79,6.88,114
2025-07-12,CE,hidratado,5.26,4.79,5.62,105
2025-07-12,DF,gasolina_c,6.56,6.33,6.89,49
2025-07-12,DF,hidratado,4.71,4.58,4.98,26
2025-07-12,ES,gasolina_c,5.99,5.59,6.69,85
2025-07-12,ES,hidratado,4.41,4.09,4.79,56
2025-07-12,GO,gasolina_c,6.23,5.55,6.69,133
2025-07-12,GO,hidratado,4.24,3.45,4.79,127
2025-07-12,MA,gasolina_c,6.03,5.59,7.09,111
2025-07-12,MA,hidratado,4.76,4.29,5.79,61
2025-07-12,MG,gasolina_c,6.16,5.55,6.78,403
2025-07-12,MG,hidratado,4.19,3.65,4.89,379
2025-07-12,MS,gasolina_c,5.95,5.64,6.99,51
2025-07-12,MS,hidratado,3.9,3.64,4.98,30
2025-07-12,MT,gasolina_c,6.08,5.73,6.79,79
2025-07-12,MT,hidratado,3.77,3.53,4.49,77
2025-07-12,PA,gasolina_c,6.28,5.59,7.39,110
2025-07-12,PA,hidratado,4.77,4.29,5.29,43
2025-07-12,PB,gasolina_c,6.0,5.77,6.19,66
2025-07-12,PB,hidratado,4.52,4.38,4.99,52
2025-07-12,PE,gasolina_c,6.32,5.59,7.59,162
2025-07-12,PE,hidratado,4.82,4.2,5.79,135
2025-07-12,PI,gasolina_c,5.87,5.67,6.28,51
2025-07-12,PI,hidratado,4.58,4.34,5.2,40
2025-07-12,PR,gasolina_c,6.5,5.69,6.99,256
2025-07-12,PR,hidratado,4.4,3.59,4.89,259
2025-07-12,RJ,gasolina_c,6.05,5.58,7.39,315
2025-07-12,RJ,hidratado,4.44,3.99,5.49,274
2025-07-12,RN,gasolina_c,6.24,5.95,6.79,51
2025-07-12,RN,hidratado,5.09,4.79,5.6,47
2025-07-12,RO,gasolina_c,6.82,6.42,7.04,51
2025-07-12,RO,hidratado,5.11,4.74,5.99,22
2025-07-12,RR,gasolina_c,6.95,6.95,6.95,16
2025-07-12,RR,hidratado,5.15,5.15,5.2,7
2025-07-12,RS,gasolina_c,6.13,5.49,7.37,311
2025-07-12,RS,hidratado,4.79,4.19,6.16,136
2025-07-12,SC,gasolina_c,6.41,5.79,6.79,149
2025-07-12,SC,hidratado,4.67,4.23,6.36,96
2025-07-12,SE,gasolina_c,6.63,6.51,6.69,33
2025-07-12,SE,hidratado,4.94,4.8,4.99,17
2025-07-12,SP,gasolina_c,6.05,4.99,8.99,1222
2025-07-12,SP,hidratado,3.96,3.19,5.99,1207
2025-07-12,TO,gasolina_c,6.48,5.86,6.89,48
2025-07-12,TO,hidratado,4.73,4.27,5.21,41
2025-07-19,AC,gasolina_c,7.61,7.42,8.09,14
2025-07-19,AC,hidratado,5.35,5.1,6.08,10
2025-07-19,AL,gasolina_c,6.29,5.75,6.49,41
2025-07-19,AL,hidratado,5.15,4.79,5.39,34
2025-07-19,AM,gasolina_c,7.01,6.09,8.39,47
2025-07-19,AM,hidratado,5.49,5.47,5.59,33
2025-07-19,AP,gasolina_c,6.06,6.02,6.19,17
2025-07-19,AP,hidratado,5.37,5.28,5.59,4
2025-07-19,BA,gasolina_c,6.16,5.49,6.99,116
2025-07-19,BA,hidratado,4.51,4.09,5.29,97
2025-07-19,CE,gasolina_c,6.4,5.47,6.76,107
2025-07-19,CE,hidratado,5.25,4.79,6.35,104
2025-07-19,DF,gasolina_c,6.51,6.19,6.59,49
2025-07-19,DF,hidratado,4.66,4.45,4.85,25
2025-07-19,ES,gasolina_c,6.06,5.66,6.69,88
2025-07-19,ES,hidratado,4.47,4.09,4.99,49
2025-07-19,GO,gasolina_c,6.21,5.55,6.69,146
2025-07-19,GO,hidratado,4.3,3.45,4.79,136
2025-07-19,MA,gasolina_c,5.98,5.4,7.09,79
2025-07-19,MA,hidratado,4.75,4.29,5.79,52
2025-07-19,MG,gasolina_c,6.17,5.59,6.78,248
2025-07-19,MG,hidratado,4.2,3.67,4.89,237
2025-07-19,MS,gasolina_c,5.95,5.58,6.99,51
2025-07-19,MS,hidratado,3.89,3.64,4.97,27
2025-07-19,MT,gasolina_c,5.99,5.69,6.71,50
2025-07-19,MT,hidratado,3.67,3.47,4.49,50
2025-07-19,PA,gasolina_c,6.41,5.74,7.14,77
2025-07-19,PA,hidratado,4.76,4.5,5.62,30
2025-07-19,PB,gasolina_c,6.0,5.79,6.18,50
2025-07-19,PB,hidratado,4.52,4.38,4.9,46
2025-07-19,PE,gasolina_c,6.41,5.79,7.59,99
2025-07-19,PE,hidratado,4.93,4.41,6.49,87
2025-07-19,PI,gasolina_c,5.87,5.67,6.39,51
2025-07-19,PI,hidratado,4.57,4.32,5.2,37
2025-07-19,PR,gasolina_c,6.52,5.69,6.99,260
2025-07-19,PR,hidratado,4.44,3.69,4.98,256
2025-07-19,RJ,gasolina_c,6.07,5.49,7.79,279
2025-07-19,RJ,hidratado,4.44,3.98,5.49,246
2025-07-19,RN,gasolina_c,6.12,5.75,6.79,48
2025-07-19,RN,hidratado,5.01,4.69,5.6,45
2025-07-19,RO,gasolina_c,6.83,6.42,7.5,51
2025-07-19,RO,hidratado,5.0,4.75,5.99,26
2025-07-19,RR,gasolina_c,6.95,6.95,6.95,16
2025-07-19,RR,hidratado,5.15,5.15,5.2,8
2025-07-19,RS,gasolina_c,6.16,5.39,7.37,259
2025-07-19,RS,hidratado,4.79,4.19,6.29,117
2025-07-19,SC,gasolina_c,6.4,5.79,6.79,143
2025-07-19,SC,hidratado,4.66,4.23,6.36,93
2025-07-19,SE,gasolina_c,6.64,6.62,6.69,17
2025-07-19,SE,hidratado,4.94,4.9,4.99,11
2025-07-19,SP,gasolina_c,6.06,4.99,8.99,1186
2025-07-19,SP,hidratado,3.96,3.19,5.99,1174
2025-07-19,TO,gasolina_c,6.5,5.87,6.89,34
2025-07-19,TO,hidratado,4.75,4.28,5.19,31
2025-07-26,AC,gasolina_c,7.6,7.39,8.09,16
2025-07-26,AC,hidratado,5.3,5.1,6.08,12
2025-07-26,AL,gasolina_c,6.36,6.15,6.49,26
2025-07-26,AL,hidratado,5.17,5.09,5.39,23
2025-07-26,AM,gasolina_c,7.03,6.99,8.39,47
2025-07-26,AM,hidratado,5.49,5.47,5.59,33
2025-07-26,AP,gasolina_c,6.06,6.02,6.19,17
2025-07-26,AP,hidratado,5.37,5.28,5.59,4
2025-07-26,BA,gasolina_c,6.23,5.79,6.79,115
2025-07-26,BA,hidratado,4.56,4.19,5.29,99
2025-07-26,CE,gasolina_c,6.43,5.79,6.76,104
2025-07-26,CE,hidratado,5.29,4.79,5.62,103
2025-07-26,DF,gasolina_c,6.35,6.09,6.59,49
2025-07-26,DF,hidratado,4.53,4.38,4.85,23
2025-07-26,ES,gasolina_c,6.11,5.79,6.69,86
2025-07-26,ES,hidratado,4.46,4.14,4.99,54
2025-07-26,GO,gasolina_c,6.11,5.67,6.69,102
2025-07-26,GO,hidratado,4.06,3.69,4.79,97
2025-07-26,MA,gasolina_c,5.95,5.4,7.09,76
2025-07-26,MA,hidratado,4.74,4.29,5.79,47
2025-07-26,MG,gasolina_c,6.16,5.67,6.78,222
2025-07-26,MG,hidratado,4.19,3.67,4.89,210
2025-07-26,MS,gasolina_c,5.95,5.58,6.98,51
2025-07-26,MS,hidratado,3.88,3.58,4.97,30
2025-07-26,MT,gasolina_c,6.16,5.79,6.71,69
2025-07-26,MT,hidratado,3.98,3.63,4.39,70
2025-07-26,PA,gasolina_c,6.23,5.59,7.15,113
2025-07-26,PA,hidratado,4.74,4.29,4.99,39
2025-07-26,PB,gasolina_c,5.98,5.77,6.18,50
2025-07-26,PB,hidratado,4.52,4.37,4.89,46
2025-07-26,PE,gasolina_c,6.36,5.79,7.59,85
2025-07-26,PE,hidratado,4.9,4.41,6.49,73
2025-07-26,PI,gasolina_c,5.86,5.67,6.39,51
2025-07-26,PI,hidratado,4.58,4.32,5.2,38
2025-07-26,PR,gasolina_c,6.5,5.69,6.99,255
2025-07-26,PR,hidratado,4.4,3.69,4.89,252
2025-07-26,RJ,gasolina_c,6.05,5.49,7.79,279
2025-07-26,RJ,hidratado,4.43,3.85,5.49,249
2025-07-26,RN,gasolina_c,6.01,5.75,6.48,38
2025-07-26,RN,hidratado,5.0,4.69,5.39,38
2025-07-26,RO,gasolina_c,6.79,6.42,6.99,50
2025-07-26,RO,hidratado,5.0,4.76,5.99,27
2025-07-26,RR,gasolina_c,6.95,6.95,6.95,16
2025-07-26,RR,hidratado,5.15,5.15,5.2,8
2025-07-26,RS,gasolina_c,6.14,5.29,7.37,274
2025-07-26,RS,hidratado,4.75,4.19,5.99,127
2025-07-26,SC,gasolina_c,6.37,5.94,6.79,149
2025-07-26,SC,hidratado,4.63,4.22,6.36,106
2025-07-26,SE,gasolina_c,6.64,6.62,6.69,17
2025-07-26,SE,hidratado,4.94,4.9,4.99,11
2025-07-26,SP,gasolina_c,6.05,4.99,8.99,1135
2025-07-26,SP,hidratado,3.95,3.09,5.99,1124
2025-07-26,TO,gasolina_c,6.48,5.87,6.87,22
2025-07-26,TO,hidratado,4.71,4.28,5.19,19
2025-08-02,AC,gasolina_c,8.08,8.07,8.09,6
2025-08-02,AC,hidratado,5.99,5.95,6.08,3
2025-08-02,AL,gasolina_c,6.23,5.6,6.39,34
2025-08-02,AL,hidratado,5.11,4.49,5.19,28
2025-08-02,AM,gasolina_c,7.03,6.99,8.39,47
2025-08-02,AM,hidratado,5.49,5.47,5.59,31
2025-08-02,AP,gasolina_c,6.05,6.02,6.19,17
2025-08-02,AP,hidratado,5.37,5.28,5.59,4
2025-08-02,BA,gasolina_c,6.21,5.69,6.65,118
2025-08-02,BA,hidratado,4.54,4.24,5.09,98
2025-08-02,CE,gasolina_c,6.43,5.79,6.76,103
2025-08-02,CE,hidratado,5.27,4.79,5.62,97
2025-08-02,DF,gasolina_c,6.28,5.78,6.55,49
2025-08-02,DF,hidratado,4.49,4.24,4.85,21
2025-08-02,ES,gasolina_c,6.1,5.79,6.69,89
2025-08-02,ES,hidratado,4.46,3.99,4.99,57
2025-08-02,GO,gasolina_c,6.21,5.47,6.79,140
2025-08-02,GO,hidratado,4.32,3.59,4.89,130
2025-08-02,MA,gasolina_c,5.96,5.63,7.09,65
2025-08-02,MA,hidratado,4.76,4.45,5.79,46
2025-08-02,MG,gasolina_c,6.13,5.59,6.99,251
2025-08-02,MG,hidratado,4.16,3.75,4.89,242
2025-08-02,MS,gasolina_c,5.95,5.56,6.98,51
2025-08-02,MS,hidratado,3.87,3.56,4.97,32
2025-08-02,MT,gasolina_c,6.16,5.79,6.71,71
2025-08-02,MT,hidratado,3.97,3.63,4.39,70
2025-08-02,PA,gasolina_c,6.14,5.58,7.39,108
2025-08-02,PA,hidratado,4.77,4.29,5.29,47
2025-08-02,PB,gasolina_c,5.95,5.77,6.18,48
2025-08-02,PB,hidratado,4.49,4.36,4.89,43
2025-08-02,PE,gasolina_c,6.04,5.79,7.59,99
2025-08-02,PE,hidratado,4.71,4.41,6.49,88
2025-08-02,PI,gasolina_c,5.85,5.65,6.39,51
2025-08-02,PI,hidratado,4.59,4.34,5.2,39
2025-08-02,PR,gasolina_c,6.51,5.69,6.99,236
2025-08-02,PR,hidratado,4.4,3.69,4.89,231
2025-08-02,RJ,gasolina_c,6.06,5.49,7.79,293
2025-08-02,RJ,hidratado,4.42,3.98,5.49,256
2025-08-02,RN,gasolina_c,5.94,5.65,6.44,40
2025-08-02,RN,hidratado,4.96,4.68,5.39,38
2025-08-02,RO,gasolina_c,6.82,6.42,7.5,49
2025-08-02,RO,hidratado,4.96,4.76,5.99,24
2025-08-02,RR,gasolina_c,6.95,6.95,6.95,16
2025-08-02,RR,hidratado,5.15,5.15,5.2,8
2025-08-02,RS,gasolina_c,6.1,5.62,7.37,241
2025-08-02,RS,hidratado,4.75,4.19,5.79,108
2025-08-02,SC,gasolina_c,6.36,5.79,6.79,151
2025-08-02,SC,hidratado,4.6,4.22,5.59,103
2025-08-02,SE,gasolina_c,6.64,6.62,6.69,17
2025-08-02,SE,hidratado,4.94,4.9,4.99,11
2025-08-02,SP,gasolina_c,6.04,5.09,8.99,1130
2025-08-02,SP,hidratado,3.93,3.19,5.99,1113
2025-08-02,TO,gasolina_c,6.65,6.57,6.89,22
2025-08-02,TO,hidratado,4.8,4.67,5.19,21
2025-08-09,AC,gasolina_c,7.57,7.32,8.09,12
2025-08-09,AC,hidratado,5.27,4.98,5.95,8
2025-08-09,AL,gasolina_c,6.27,5.98,6.49,41
2025-08-09,AL,hidratado,5.11,4.98,5.39,35
2025-08-09,AM,gasolina_c,7.03,6.99,8.39,46
2025-08-09,AM,hidratado,5.49,5.47,5.59,32
2025-08-09,AP,gasolina_c,6.05,6.02,6.19,17
2025-08-09,AP,hidratado,5.37,5.28,5.59,4
2025-08-09,BA,gasolina_c,6.29,5.67,6.69,114
2025-08-09,BA,hidratado,4.62,4.16,5.09,101
2025-08-09,CE,gasolina_c,6.42,5.79,6.85,105
2025-08-09,CE,hidratado,5.25,4.79,5.62,102
2025-08-09,DF,gasolina_c,6.49,5.89,6.59,49
2025-08-09,DF,hidratado,4.62,4.24,4.85,21
2025-08-09,ES,gasolina_c,6.07,5.79,6.69,87
2025-08-09,ES,hidratado,4.45,4.09,4.99,58
2025-08-09,GO,gasolina_c,6.25,5.47,6.69,146
2025-08-09,GO,hidratado,4.44,3.67,4.79,139
2025-08-09,MA,gasolina_c,5.96,5.58,7.09,74
2025-08-09,MA,hidratado,4.79,4.45,5.79,46
2025-08-09,MG,gasolina_c,6.1,5.47,6.78,229
2025-08-09,MG,hidratado,4.15,3.47,4.89,220
2025-08-09,MS,gasolina_c,5.96,5.56,6.97,50
2025-08-09,MS,hidratado,3.89,3.55,4.97,30
2025-08-09,MT,gasolina_c,6.15,5.69,6.71,72
2025-08-09,MT,hidratado,3.97,3.63,4.49,71
2025-08-09,PA,gasolina_c,6.2,5.59,7.15,112
2025-08-09,PA,hidratado,4.75,4.29,5.29,47
2025-08-09,PB,gasolina_c,5.93,5.77,6.18,50
2025-08-09,PB,hidratado,4.48,4.36,4.89,45
2025-08-09,PE,gasolina_c,6.04,5.47,7.59,84
2025-08-09,PE,hidratado,4.69,4.33,6.49,73
2025-08-09,PI,gasolina_c,5.84,5.64,6.39,51
2025-08-09,PI,hidratado,4.57,4.34,5.2,38
2025-08-09,PR,gasolina_c,6.47,5.69,6.99,233
2025-08-09,PR,hidratado,4.4,3.69,4.99,230
2025-08-09,RJ,gasolina_c,6.05,5.49,7.79,285
2025-08-09,RJ,hidratado,4.41,3.89,5.49,251
2025-08-09,RN,gasolina_c,5.98,5.65,6.79,48
2025-08-09,RN,hidratado,4.96,4.69,5.6,43
2025-08-09,RO,gasolina_c,6.78,6.42,7.06,49
2025-08-09,RO,hidratado,4.99,4.69,5.99,23
2025-08-09,RR,gasolina_c,6.95,6.95,6.95,16
2025-08-09,RR,hidratado,5.15,5.15,5.2,9
2025-08-09,RS,gasolina_c,6.09,5.39,6.69,259
2025-08-09,RS,hidratado,4.76,4.19,5.93,119
2025-08-09,SC,gasolina_c,6.37,5.79,6.79,150
2025-08-09,SC,hidratado,4.59,4.14,5.59,106
2025-08-09,SE,gasolina_c,6.64,6.62,6.69,17
2025-08-09,SE,hidratado,4.94,4.9,4.99,11
2025-08-09,SP,gasolina_c,6.04,5.09,8.99,1155
2025-08-09,SP,hidratado,3.95,3.19,5.99,1139
2025-08-09,TO,gasolina_c,6.5,5.85,6.89,34
2025-08-09,TO,hidratado,4.78,4.19,5.29,31
2025-08-16,AC,gasolina_c,7.58,7.32,8.09,12
2025-08-16,AC,hidratado,5.27,4.98,6.08,9
2025-08-16,AL,gasolina_c,6.28,5.99,6.39,40
2025-08-16,AL,hidratado,5.07,4.98,5.19,33
2025-08-16,AM,gasolina_c,6.98,6.79,6.99,39
2025-08-16,AM,hidratado,5.47,4.99,5.59,32
2025-08-16,AP,gasolina_c,6.05,6.02,6.19,17
2025-08-16,AP,hidratado,5.41,5.33,5.59,4
2025-08-16,BA,gasolina_c,6.2,5.67,6.69,118
2025-08-16,BA,hidratado,4.51,4.14,5.19,100
2025-08-16,CE,gasolina_c,6.39,5.65,6.85,95
2025-08-16,CE,hidratado,5.19,4.79,5.62,92
2025-08-16,DF,gasolina_c,6.48,6.02,6.59,50
2025-08-16,DF,hidratado,4.66,4.52,4.85,19
2025-08-16,ES,gasolina_c,6.03,5.76,6.69,89
2025-08-16,ES,hidratado,4.42,4.09,4.99,57
2025-08-16,GO,gasolina_c,6.19,5.54,6.59,135
2025-08-16,GO,hidratado,4.4,3.69,4.69,126
2025-08-16,MA,gasolina_c,5.94,5.39,7.09,68
2025-08-16,MA,hidratado,4.73,4.4,5.79,45
2025-08-16,MG,gasolina_c,6.09,5.56,6.78,224
2025-08-16,MG,hidratado,4.2,3.67,4.89,213
2025-08-16,MS,gasolina_c,5.95,5.56,6.97,50
2025-08-16,MS,hidratado,3.87,3.55,4.97,29
2025-08-16,MT,gasolina_c,6.28,5.84,6.71,71
2025-08-16,MT,hidratado,4.12,3.57,4.31,71
2025-08-16,PA,gasolina_c,6.19,5.59,7.15,89
2025-08-16,PA,hidratado,4.72,4.29,4.99,34
2025-08-16,PB,gasolina_c,6.02,5.77,6.29,48
2025-08-16,PB,hidratado,4.61,4.39,4.89,44
2025-08-16,PE,gasolina_c,6.44,5.47,7.59,103
2025-08-16,PE,hidratado,4.95,4.36,6.49,89
2025-08-16,PI,gasolina_c,5.82,5.67,6.39,51
2025-08-16,PI,hidratado,4.55,4.34,6.2,37
2025-08-16,PR,gasolina_c,6.49,5.16,6.99,246
2025-08-16,PR,hidratado,4.41,3.69,4.89,240
2025-08-16,RJ,gasolina_c,6.03,5.49,7.79,271
2025-08-16,RJ,hidratado,4.42,3.89,5.49,238
2025-08-16,RN,gasolina_c,6.32,5.65,6.79,51
2025-08-16,RN,hidratado,5.2,4.69,5.6,47
2025-08-16,RO,gasolina_c,6.75,6.42,7.06,52
2025-08-16,RO,hidratado,4.97,4.69,5.99,26
2025-08-16,RR,gasolina_c,6.95,6.95,6.95,16
2025-08-16,RR,hidratado,5.15,5.15,5.2,7
2025-08-16,RS,gasolina_c,6.04,5.35,7.24,278
2025-08-16,RS,hidratado,4.74,4.19,5.99,125
2025-08-16,SC,gasolina_c,6.35,5.94,6.79,150
2025-08-16,SC,hidratado,4.61,4.14,5.19,99
2025-08-16,SE,gasolina_c,6.64,6.62,6.69,17
2025-08-16,SE,hidratado,4.94,4.9,4.99,11
2025-08-16,SP,gasolina_c,6.06,5.09,8.99,1157
2025-08-16,SP,hidratado,3.97,3.19,5.99,1142
2025-08-16,TO,gasolina_c,6.49,5.87,6.89,34
2025-08-16,TO,hidratado,4.78,4.19,5.29,31
2025-08-23,AC,gasolina_c,7.56,7.32,8.09,15
2025-08-23,AC,hidratado,5.27,4.98,6.08,11
2025-08-23,AL,gasolina_c,6.21,6.09,6.59,41
2025-08-23,AL,hidratado,5.05,4.98,5.49,37
2025-08-23,AM,gasolina_c,7.03,6.99,8.39,47
2025-08-23,AM,hidratado,5.49,5.47,5.59,31
2025-08-23,AP,gasolina_c,5.99,5.95,6.19,17
2025-08-23,AP,hidratado,5.39,5.33,5.59,4
2025-08-23,BA,gasolina_c,6.21,5.59,6.89,117
2025-08-23,BA,hidratado,4.54,4.13,5.19,98
2025-08-23,CE,gasolina_c,6.35,5.59,6.75,120
2025-08-23,CE,hidratado,5.08,4.59,5.62,113
2025-08-23,DF,gasolina_c,6.51,6.15,6.59,49
2025-08-23,DF,hidratado,4.65,4.46,4.85,19
2025-08-23,ES,gasolina_c,6.03,5.59,6.69,83
2025-08-23,ES,hidratado,4.38,4.05,4.99,53
2025-08-23,GO,gasolina_c,6.16,5.59,6.59,135
2025-08-23,GO,hidratado,4.21,3.69,4.79,124
2025-08-23,MA,gasolina_c,5.94,5.55,7.09,74
2025-08-23,MA,hidratado,4.78,4.49,5.79,49
2025-08-23,MG,gasolina_c,6.09,5.56,6.78,201
2025-08-23,MG,hidratado,4.17,3.67,4.89,191
2025-08-23,MS,gasolina_c,5.95,5.56,6.89,50
2025-08-23,MS,hidratado,3.87,3.55,4.92,29
2025-08-23,MT,gasolina_c,6.29,5.84,6.71,71
2025-08-23,MT,hidratado,4.13,3.63,4.31,69
2025-08-23,PA,gasolina_c,6.24,5.59,7.15,110
2025-08-23,PA,hidratado,4.76,4.29,5.29,48
2025-08-23,PB,gasolina_c,6.04,5.77,6.29,50
2025-08-23,PB,hidratado,4.65,4.39,4.89,45
2025-08-23,PE,gasolina_c,6.35,5.43,7.59,94
2025-08-23,PE,hidratado,4.88,4.34,6.49,81
2025-08-23,PI,gasolina_c,5.81,5.65,6.28,51
2025-08-23,PI,hidratado,4.58,4.32,5.2,39
2025-08-23,PR,gasolina_c,6.49,5.59,6.99,237
2025-08-23,PR,hidratado,4.4,3.59,4.89,234
2025-08-23,RJ,gasolina_c,6.04,5.49,7.79,279
2025-08-23,RJ,hidratado,4.42,3.89,5.49,247
2025-08-23,RN,gasolina_c,6.36,5.64,6.79,51
2025-08-23,RN,hidratado,5.17,4.65,5.6,51
2025-08-23,RO,gasolina_c,6.59,5.99,7.06,49
2025-08-23,RO,hidratado,4.98,4.68,5.99,24
2025-08-23,RR,gasolina_c,6.95,6.95,6.95,16
2025-08-23,RR,hidratado,5.15,5.15,5.2,8
2025-08-23,RS,gasolina_c,6.02,5.29,7.24,277
2025-08-23,RS,hidratado,4.76,4.19,5.79,124
2025-08-23,SC,gasolina_c,6.35,5.94,6.79,160
2025-08-23,SC,hidratado,4.6,4.11,5.49,106
2025-08-23,SE,gasolina_c,6.64,6.62,6.69,17
2025-08-23,SE,hidratado,4.95,4.9,4.99,10
2025-08-23,SP,gasolina_c,6.04,5.09,8.99,1140
2025-08-23,SP,hidratado,3.97,3.19,6.29,1124
2025-08-23,TO,gasolina_c,6.59,6.19,6.89,34
2025-08-23,TO,hidratado,4.78,4.37,5.29,31
2025-08-30,AC,gasolina_c,8.08,8.07,8.09,6
2025-08-30,AC,hidratado,5.99,5.95,6.08,3
2025-08-30,AL,gasolina_c,6.15,6.09,6.49,26
2025-08-30,AL,hidratado,5.02,4.99,5.49,22
2025-08-30,AM,gasolina_c,7.03,6.98,8.29,47
2025-08-30,AM,hidratado,5.49,5.47,5.59,32
2025-08-30,AP,gasolina_c,5.99,5.95,6.19,17
2025-08-30,AP,hidratado,5.43,5.33,5.59,4
2025-08-30,BA,gasolina_c,6.28,5.56,6.69,121
2025-08-30,BA,hidratado,4.75,4.19,5.19,100
2025-08-30,CE,gasolina_c,6.34,5.74,6.75,111
2025-08-30,CE,hidratado,5.02,4.59,5.62,103
2025-08-30,DF,gasolina_c,6.45,6.02,6.58,50
2025-08-30,DF,hidratado,4.53,4.25,4.76,21
2025-08-30,ES,gasolina_c,5.91,5.57,6.69,72
2025-08-30,ES,hidratado,4.37,4.05,4.99,46
2025-08-30,GO,gasolina_c,5.98,5.49,6.59,126
2025-08-30,GO,hidratado,3.94,3.59,4.79,119
2025-08-30,MA,gasolina_c,5.93,5.55,7.09,74
2025-08-30,MA,hidratado,4.73,4.45,5.79,47
2025-08-30,MG,gasolina_c,6.09,5.59,6.78,207
2025-08-30,MG,hidratado,4.17,3.68,4.89,198
2025-08-30,MS,gasolina_c,5.93,5.56,6.89,44
2025-08-30,MS,hidratado,3.86,3.55,4.92,24
2025-08-30,MT,gasolina_c,6.29,5.73,6.71,71
2025-08-30,MT,hidratado,4.15,3.63,4.31,69
2025-08-30,PA,gasolina_c,6.23,5.59,7.15,107
2025-08-30,PA,hidratado,4.76,4.29,5.29,45
2025-08-30,PB,gasolina_c,5.95,5.65,6.29,50
2025-08-30,PB,hidratado,4.49,4.37,4.89,46
2025-08-30,PE,gasolina_c,6.31,5.39,7.59,93
2025-08-30,PE,hidratado,4.84,4.34,6.49,81
2025-08-30,PI,gasolina_c,5.82,5.64,6.39,51
2025-08-30,PI,hidratado,4.53,4.29,5.2,38
2025-08-30,PR,gasolina_c,6.49,5.69,6.99,207
2025-08-30,PR,hidratado,4.39,3.69,4.94,199
2025-08-30,RJ,gasolina_c,6.02,5.49,7.79,278
2025-08-30,RJ,hidratado,4.42,3.89,5.49,246
2025-08-30,RN,gasolina_c,6.26,5.98,6.79,45
2025-08-30,RN,hidratado,5.09,4.79,5.6,42
2025-08-30,RO,gasolina_c,6.58,5.89,7.06,43
