data,estado,produto,preco_medio,preco_min,preco_max,n_postos
2024-12-07,AL,gasolina_c,6.17,5.89,6.94,51
2024-12-07,AL,hidratado,4.55,4.0,5.49,46
2024-12-07,AM,gasolina_c,7.01,6.97,7.99,55
2024-12-07,AM,hidratado,5.0,4.97,5.09,38
2024-12-07,AP,gasolina_c,5.9,5.83,6.13,23
2024-12-07,AP,hidratado,5.29,5.11,5.65,3
2024-12-07,BA,gasolina_c,6.37,5.9,6.85,200
2024-12-07,BA,hidratado,4.51,4.19,5.39,190
2024-12-07,CE,gasolina_c,6.36,5.49,6.99,105
2024-12-07,CE,hidratado,4.86,4.19,5.66,94
2024-12-07,DF,gasolina_c,6.01,5.55,6.23,49
2024-12-07,DF,hidratado,4.12,3.79,4.43,31
2024-12-07,ES,gasolina_c,6.16,5.88,6.89,71
2024-12-07,ES,hidratado,4.35,3.98,4.99,44
2024-12-07,GO,gasolina_c,5.93,5.47,6.49,173
2024-12-07,GO,hidratado,3.85,3.39,4.49,172
2024-12-07,MA,gasolina_c,5.91,5.25,6.87,92
2024-12-07,MA,hidratado,4.55,4.09,5.3,54
2024-12-07,MG,gasolina_c,6.07,5.45,6.59,428
2024-12-07,MG,hidratado,4.17,3.69,4.69,401
2024-12-07,MS,gasolina_c,5.95,5.53,7.09,59
2024-12-07,MS,hidratado,3.88,3.59,4.98,35
2024-12-07,MT,gasolina_c,6.11,5.89,6.49,60
2024-12-07,MT,hidratado,3.97,3.59,4.39,60
2024-12-07,PA,gasolina_c,6.27,5.75,7.29,78
2024-12-07,PA,hidratado,4.7,4.23,5.52,32
2024-12-07,PB,gasolina_c,5.9,5.79,6.88,51
2024-12-07,PB,hidratado,4.15,3.95,5.15,38
2024-12-07,PE,gasolina_c,6.0,5.48,7.39,154
2024-12-07,PE,hidratado,4.14,3.69,5.99,130
2024-12-07,PI,gasolina_c,5.9,5.59,6.29,54
2024-12-07,PI,hidratado,4.49,4.09,4.99,34
2024-12-07,PR,gasolina_c,6.25,5.59,6.59,225
2024-12-07,PR,hidratado,4.34,3.69,4.89,227
2024-12-07,RJ,gasolina_c,6.03,5.37,7.79,283
2024-12-07,RJ,hidratado,4.4,3.79,5.19,253
2024-12-07,RN,gasolina_c,6.32,5.34,6.69,35
2024-12-07,RN,hidratado,4.61,3.56,5.69,32
2024-12-07,RO,gasolina_c,7.17,6.39,7.89,48
2024-12-07,RO,hidratado,5.03,4.89,5.39,16
2024-12-07,RR,gasolina_c,6.89,6.89,6.89,15
2024-12-07,RR,hidratado,5.17,5.15,5.2,2
2024-12-07,RS,gasolina_c,6.04,5.67,7.25,294
2024-12-07,RS,hidratado,4.65,4.15,5.93,119
2024-12-07,SC,gasolina_c,6.29,5.74,6.54,152
2024-12-07,SC,hidratado,4.51,3.88,6.16,97
2024-12-07,SE,gasolina_c,6.29,6.19,6.37,28
2024-12-07,SE,hidratado,4.39,4.2,4.79,19
2024-12-07,SP,gasolina_c,5.96,4.94,7.99,1152
2024-12-07,SP,hidratado,3.93,3.19,5.89,1136
2024-12-07,TO,gasolina_c,6.52,5.99,6.89,48
2024-12-07,TO,hidratado,4.64,3.99,5.09,41
2024-12-14,AC,gasolina_c,7.49,7.34,7.75,15
2024-12-14,AC,hidratado,5.16,4.9,5.74,10
2024-12-14,AL,gasolina_c,6.17,5.89,6.94,51
2024-12-14,AL,hidratado,4.57,3.99,5.49,45
2024-12-14,AM,gasolina_c,7.01,6.97,7.99,54
2024-12-14,AM,hidratado,5.0,4.97,5.09,41
2024-12-14,AP,gasolina_c,5.9,5.83,6.13,22
2024-12-14,AP,hidratado,5.29,5.11,5.65,3
2024-12-14,BA,gasolina_c,6.33,5.9,6.7,199
2024-12-14,BA,hidratado,4.47,4.16,5.39,186
2024-12-14,CE,gasolina_c,6.38,5.59,6.89,121
2024-12-14,CE,hidratado,4.87,4.09,5.65,110
2024-12-14,DF,gasolina_c,5.93,5.55,6.29,50
2024-12-14,DF,hidratado,4.13,3.77,4.49,29
2024-12-14,ES,gasolina_c,6.15,5.95,6.89,72
2024-12-14,ES,hidratado,4.36,3.98,4.99,46
2024-12-14,GO,gasolina_c,6.29,5.56,6.57,166
2024-12-14,GO,hidratado,4.39,3.56,4.59,167
2024-12-14,MA,gasolina_c,5.98,5.57,6.93,100
2024-12-14,MA,hidratado,4.59,4.28,5.49,57
2024-12-14,MG,gasolina_c,6.06,5.45,6.59,414
2024-12-14,MG,hidratado,4.16,3.67,4.69,388
2024-12-14,MS,gasolina_c,5.93,5.53,7.09,48
2024-12-14,MS,hidratado,3.87,3.49,4.98,30
2024-12-14,MT,gasolina_c,6.14,5.73,6.69,70
2024-12-14,MT,hidratado,3.96,3.49,4.39,70
2024-12-14,PA,gasolina_c,6.29,5.75,7.29,78
2024-12-14,PA,hidratado,4.72,4.26,5.48,33
2024-12-14,PB,gasolina_c,5.88,5.75,6.29,56
2024-12-14,PB,hidratado,4.01,3.69,4.89,46
2024-12-14,PE,gasolina_c,6.23,5.48,7.39,150
2024-12-14,PE,hidratado,4.46,3.69,5.99,132
2024-12-14,PI,gasolina_c,5.91,5.65,6.29,51
2024-12-14,PI,hidratado,4.49,4.19,4.99,31
2024-12-14,PR,gasolina_c,6.27,5.69,6.59,247
2024-12-14,PR,hidratado,4.35,3.69,4.79,242
2024-12-14,RJ,gasolina_c,6.03,5.46,7.79,300
2024-12-14,RJ,hidratado,4.4,3.95,5.19,270
2024-12-14,RN,gasolina_c,6.53,5.79,6.69,41
2024-12-14,RN,hidratado,4.77,3.79,5.69,38
2024-12-14,RO,gasolina_c,7.15,6.39,7.69,44
2024-12-14,RO,hidratado,5.05,4.89,5.39,16
2024-12-14,RR,gasolina_c,6.89,6.89,6.89,16
2024-12-14,RR,hidratado,5.16,5.15,5.2,3
2024-12-14,RS,gasolina_c,6.03,5.61,7.25,287
2024-12-14,RS,hidratado,4.65,4.19,5.79,123
2024-12-14,SC,gasolina_c,6.31,5.74,6.54,131
2024-12-14,SC,hidratado,4.53,3.84,6.16,73
2024-12-14,SE,gasolina_c,6.29,6.19,6.37,30
2024-12-14,SE,hidratado,4.38,4.2,4.79,20
2024-12-14,SP,gasolina_c,5.96,4.99,7.99,1170
2024-12-14,SP,hidratado,3.93,3.19,5.89,1156
2024-12-14,TO,gasolina_c,6.52,6.15,6.79,48
2024-12-14,TO,hidratado,4.64,3.99,5.09,38
2024-12-21,AC,gasolina_c,7.49,7.34,7.75,17
2024-12-21,AC,hidratado,5.16,4.9,5.74,11
2024-12-21,AL,gasolina_c,6.15,5.89,6.94,49
2024-12-21,AL,hidratado,4.55,3.99,5.12,46
2024-12-21,AM,gasolina_c,7.01,6.97,7.99,54
2024-12-21,AM,hidratado,5.0,4.97,5.09,38
2024-12-21,AP,gasolina_c,5.9,5.83,6.13,23
2024-12-21,AP,hidratado,5.11,5.11,5.11,2
2024-12-21,BA,gasolina_c,6.3,5.89,6.79,168
2024-12-21,BA,hidratado,4.43,4.1,5.39,156
2024-12-21,CE,gasolina_c,6.38,5.69,6.79,119
2024-12-21,CE,hidratado,4.81,4.19,5.65,105
2024-12-21,DF,gasolina_c,6.1,5.63,6.19,50
2024-12-21,DF,hidratado,4.08,3.89,4.13,29
2024-12-21,ES,gasolina_c,6.19,5.94,6.89,74
2024-12-21,ES,hidratado,4.38,3.98,4.99,47
2024-12-21,GO,gasolina_c,6.28,5.56,6.49,170
2024-12-21,GO,hidratado,4.39,3.56,4.59,167
2024-12-21,MA,gasolina_c,5.98,5.63,6.93,95
2024-12-21,MA,hidratado,4.63,4.29,5.49,55
2024-12-21,MG,gasolina_c,6.09,5.56,6.79,426
2024-12-21,MG,hidratado,4.19,3.69,4.69,406
2024-12-21,MS,gasolina_c,5.95,5.53,7.09,59
2024-12-21,MS,hidratado,3.9,3.59,4.98,35
2024-12-21,MT,gasolina_c,6.16,5.73,6.74,79
2024-12-21,MT,hidratado,3.92,3.49,4.35,78
2024-12-21,PA,gasolina_c,6.18,5.65,7.29,66
2024-12-21,PA,hidratado,4.68,4.26,5.48,26
2024-12-21,PB,gasolina_c,5.88,5.79,6.99,46
2024-12-21,PB,hidratado,3.98,3.89,4.99,33
2024-12-21,PE,gasolina_c,6.23,5.59,6.79,145
2024-12-21,PE,hidratado,4.46,3.79,5.59,126
2024-12-21,PI,gasolina_c,5.91,5.65,6.29,59
2024-12-21,PI,hidratado,4.56,4.25,4.99,34
2024-12-21,PR,gasolina_c,6.27,5.67,6.59,244
2024-12-21,PR,hidratado,4.36,3.69,4.9,243
2024-12-21,RJ,gasolina_c,6.04,5.37,7.79,304
2024-12-21,RJ,hidratado,4.41,3.89,5.19,272
2024-12-21,RN,gasolina_c,6.53,5.79,6.69,44
2024-12-21,RN,hidratado,4.73,3.79,5.69,40
2024-12-21,RO,gasolina_c,7.16,6.39,7.89,48
2024-12-21,RO,hidratado,5.07,4.79,5.39,15
2024-12-21,RR,gasolina_c,6.89,6.89,6.89,16
2024-12-21,RR,hidratado,5.16,5.15,5.2,3
2024-12-21,RS,gasolina_c,6.04,5.65,7.33,290
2024-12-21,RS,hidratado,4.64,4.19,5.93,120
2024-12-21,SC,gasolina_c,6.3,5.74,6.54,144
2024-12-21,SC,hidratado,4.52,3.84,6.16,86
2024-12-21,SE,gasolina_c,6.31,6.19,6.37,25
2024-12-21,SE,hidratado,4.32,4.2,4.79,19
2024-12-21,SP,gasolina_c,5.96,5.04,7.99,1156
2024-12-21,SP,hidratado,3.94,3.29,5.89,1149
2024-12-21,TO,gasolina_c,6.37,5.91,6.69,34
2024-12-21,TO,hidratado,4.64,3.99,4.99,25
2024-12-28,AC,gasolina_c,7.49,7.34,7.75,17
2024-12-28,AC,hidratado,5.16,4.9,5.74,11
2024-12-28,AL,gasolina_c,6.15,5.89,6.94,51
2024-12-28,AL,hidratado,4.56,3.99,6.49,48
2024-12-28,AM,gasolina_c,7.01,6.97,7.99,52
2024-12-28,AM,hidratado,4.99,4.97,5.09,37
2024-12-28,AP,gasolina_c,5.9,5.83,6.13,23
2024-12-28,AP,hidratado,5.28,5.11,5.65,4
2024-12-28,BA,gasolina_c,6.37,5.89,6.7,183
2024-12-28,BA,hidratado,4.57,4.14,5.39,175
2024-12-28,CE,gasolina_c,6.37,5.69,6.89,108
2024-12-28,CE,hidratado,4.71,4.35,5.65,97
2024-12-28,DF,gasolina_c,6.03,5.59,6.17,50
2024-12-28,DF,hidratado,4.05,3.79,4.13,29
2024-12-28,ES,gasolina_c,6.18,5.94,6.89,73
2024-12-28,ES,hidratado,4.38,3.98,4.99,46
2024-12-28,GO,gasolina_c,6.25,5.69,6.49,162
2024-12-28,GO,hidratado,4.36,3.74,4.59,160
2024-12-28,MA,gasolina_c,5.95,5.57,6.93,80
2024-12-28,MA,hidratado,4.63,4.29,5.49,46
2024-12-28,MG,gasolina_c,6.07,5.59,6.59,400
2024-12-28,MG,hidratado,4.17,3.69,4.88,379
2024-12-28,MS,gasolina_c,5.98,5.53,7.09,58
2024-12-28,MS,hidratado,3.91,3.59,4.98,38
2024-12-28,MT,gasolina_c,6.13,5.73,6.95,71
2024-12-28,MT,hidratado,3.9,3.49,4.39,71
2024-12-28,PA,gasolina_c,6.2,5.65,7.29,65
2024-12-28,PA,hidratado,4.69,4.28,5.48,26
2024-12-28,PB,gasolina_c,5.87,5.74,6.29,67
2024-12-28,PB,hidratado,3.98,3.79,4.89,54
2024-12-28,PE,gasolina_c,6.22,5.55,7.39,162
2024-12-28,PE,hidratado,4.44,3.79,5.99,137
2024-12-28,PI,gasolina_c,5.92,5.68,6.29,59
2024-12-28,PI,hidratado,4.58,4.25,4.99,34
2024-12-28,PR,gasolina_c,6.26,5.67,6.59,246
2024-12-28,PR,hidratado,4.35,3.69,4.79,247
2024-12-28,RJ,gasolina_c,6.03,5.37,7.79,318
2024-12-28,RJ,hidratado,4.43,3.93,5.19,290
2024-12-28,RN,gasolina_c,6.52,5.79,6.69,42
2024-12-28,RN,hidratado,4.7,3.79,5.69,37
2024-12-28,RO,gasolina_c,7.16,6.39,7.89,45
2024-12-28,RO,hidratado,5.08,4.89,5.59,18
2024-12-28,RR,gasolina_c,6.89,6.89,6.89,16
2024-12-28,RR,hidratado,5.16,5.15,5.2,3
2024-12-28,RS,gasolina_c,6.02,5.54,7.33,297
2024-12-28,RS,hidratado,4.67,4.19,5.99,129
2024-12-28,SC,gasolina_c,6.29,5.74,6.54,151
2024-12-28,SC,hidratado,4.52,3.97,6.16,95
2024-12-28,SE,gasolina_c,6.29,6.19,6.37,26
2024-12-28,SE,hidratado,4.32,4.2,4.79,19
2024-12-28,SP,gasolina_c,5.97,5.04,7.99,1006
2024-12-28,SP,hidratado,3.95,3.29,6.59,994
2024-12-28,TO,gasolina_c,6.51,6.29,6.69,15
2024-12-28,TO,hidratado,4.78,4.27,4.99,12
2025-01-04,AC,gasolina_c,7.5,7.39,7.75,16
2025-01-04,AC,hidratado,5.16,4.9,5.74,11
2025-01-04,AL,gasolina_c,6.12,5.89,6.94,50
2025-01-04,AL,hidratado,4.5,3.99,5.12,47
2025-01-04,AM,gasolina_c,7.01,6.97,7.99,54
2025-01-04,AM,hidratado,4.99,4.97,5.09,39
2025-01-04,AP,gasolina_c,5.9,5.83,6.13,23
2025-01-04,AP,hidratado,5.29,5.11,5.65,3
2025-01-04,BA,gasolina_c,6.37,5.9,6.7,205
2025-01-04,BA,hidratado,4.55,4.13,5.39,193
2025-01-04,CE,gasolina_c,6.38,5.85,6.89,122
2025-01-04,CE,hidratado,4.74,4.27,5.65,110
2025-01-04,DF,gasolina_c,6.12,5.98,6.39,10
2025-01-04,DF,hidratado,4.26,4.09,4.49,4
2025-01-04,ES,gasolina_c,6.15,5.94,6.89,74
2025-01-04,ES,hidratado,4.36,3.98,4.99,46
2025-01-04,GO,gasolina_c,6.26,5.59,6.49,168
2025-01-04,GO,hidratado,4.36,3.59,4.59,167
2025-01-04,MA,gasolina_c,5.97,5.49,6.93,98
2025-01-04,MA,hidratado,4.63,4.19,5.49,55
2025-01-04,MG,gasolina_c,6.07,5.15,6.59,409
2025-01-04,MG,hidratado,4.19,3.69,4.69,388
2025-01-04,MS,gasolina_c,5.96,5.53,7.09,59
2025-01-04,MS,hidratado,3.92,3.59,4.98,38
2025-01-04,MT,gasolina_c,6.13,5.73,6.95,71
2025-01-04,MT,hidratado,3.88,3.49,4.39,70
2025-01-04,PA,gasolina_c,6.21,5.65,7.29,64
2025-01-04,PA,hidratado,4.69,4.28,5.48,26
2025-01-04,PB,gasolina_c,5.88,5.79,6.29,52
2025-01-04,PB,hidratado,4.0,3.89,4.89,40
2025-01-04,PE,gasolina_c,6.21,5.72,7.39,146
2025-01-04,PE,hidratado,4.41,3.89,5.99,125
2025-01-04,PI,gasolina_c,5.94,5.65,6.29,55
2025-01-04,PI,hidratado,4.58,4.28,4.99,31
2025-01-04,PR,gasolina_c,6.26,5.67,6.59,244
2025-01-04,PR,hidratado,4.35,3.69,4.79,245
2025-01-04,RJ,gasolina_c,6.05,5.05,7.79,316
2025-01-04,RJ,hidratado,4.44,3.89,5.7,285
2025-01-04,RN,gasolina_c,6.51,5.79,6.69,29
2025-01-04,RN,hidratado,4.77,3.99,5.69,28
2025-01-04,RO,gasolina_c,7.11,6.39,7.89,37
2025-01-04,RO,hidratado,5.06,4.89,5.39,15
2025-01-04,RR,gasolina_c,6.89,6.89,6.93,16
2025-01-04,RR,hidratado,5.16,5.15,5.2,3
2025-01-04,RS,gasolina_c,6.02,5.54,7.24,298
2025-01-04,RS,hidratado,4.71,4.19,5.93,126
2025-01-04,SC,gasolina_c,6.29,5.74,6.69,153
2025-01-04,SC,hidratado,4.52,3.94,6.16,99
2025-01-04,SE,gasolina_c,6.29,6.19,6.37,26
2025-01-04,SE,hidratado,4.34,4.2,4.79,19
2025-01-04,SP,gasolina_c,5.99,4.99,7.99,1089
2025-01-04,SP,hidratado,3.96,3.19,5.89,1079
2025-01-04,TO,gasolina_c,6.37,5.91,6.69,34
2025-01-04,TO,hidratado,4.67,3.99,4.99,27
2025-01-11,AC,gasolina_c,7.47,7.39,7.75,8
2025-01-11,AC,hidratado,5.11,5.09,5.74,4
2025-01-11,AL,gasolina_c,6.13,5.89,6.94,51
2025-01-11,AL,hidratado,4.54,4.19,5.12,47
2025-01-11,AM,gasolina_c,7.01,6.97,7.99,55
2025-01-11,AM,hidratado,4.99,4.97,5.09,36
2025-01-11,AP,gasolina_c,5.9,5.83,6.13,23
2025-01-11,AP,hidratado,5.11,5.11,5.11,2
2025-01-11,BA,gasolina_c,6.29,5.9,6.7,203
2025-01-11,BA,hidratado,4.51,4.13,5.39,190
2025-01-11,CE,gasolina_c,6.39,5.85,6.79,119
2025-01-11,CE,hidratado,4.76,4.27,5.65,108
2025-01-11,DF,gasolina_c,6.04,5.81,6.17,50
2025-01-11,DF,hidratado,4.03,3.93,4.13,28
2025-01-11,ES,gasolina_c,6.17,5.86,6.89,81
2025-01-11,ES,hidratado,4.4,3.98,4.99,49
2025-01-11,GO,gasolina_c,6.27,5.49,6.79,175
2025-01-11,GO,hidratado,4.36,3.59,4.59,175
2025-01-11,MA,gasolina_c,5.96,5.49,6.93,103
2025-01-11,MA,hidratado,4.62,4.29,5.49,59
2025-01-11,MG,gasolina_c,6.08,5.67,6.59,429
2025-01-11,MG,hidratado,4.2,3.77,4.69,406
2025-01-11,MS,gasolina_c,5.97,5.53,7.09,59
2025-01-11,MS,hidratado,3.92,3.59,4.98,37
2025-01-11,MT,gasolina_c,6.17,5.73,6.74,78
2025-01-11,MT,hidratado,3.9,3.63,4.39,76
2025-01-11,PA,gasolina_c,6.27,5.68,7.29,78
2025-01-11,PA,hidratado,4.75,4.28,5.48,33
2025-01-11,PB,gasolina_c,5.88,5.79,6.29,67
2025-01-11,PB,hidratado,4.01,3.88,4.99,56
2025-01-11,PE,gasolina_c,6.12,5.65,7.39,160
2025-01-11,PE,hidratado,4.28,3.75,5.99,139
2025-01-11,PI,gasolina_c,5.96,5.68,6.29,55
2025-01-11,PI,hidratado,4.56,4.28,5.0,36
2025-01-11,PR,gasolina_c,6.26,5.69,6.59,246
2025-01-11,PR,hidratado,4.35,3.69,4.79,250
2025-01-11,RJ,gasolina_c,6.06,5.46,7.79,324
2025-01-11,RJ,hidratado,4.47,3.98,5.19,295
2025-01-11,RN,gasolina_c,6.3,5.75,6.68,37
2025-01-11,RN,hidratado,4.48,3.79,5.69,32
2025-01-11,RO,gasolina_c,7.08,6.39,7.89,33
2025-01-11,RO,hidratado,5.05,4.79,5.39,14
2025-01-11,RR,gasolina_c,6.89,6.89,6.93,16
2025-01-11,RR,hidratado,5.16,5.15,5.2,3
2025-01-11,RS,gasolina_c,6.01,5.59,7.25,318
2025-01-11,RS,hidratado,4.71,4.19,5.93,133
2025-01-11,SC,gasolina_c,6.26,5.74,6.59,130
2025-01-11,SC,hidratado,4.46,3.87,6.16,81
2025-01-11,SE,gasolina_c,6.29,6.19,6.37,31
2025-01-11,SE,hidratado,4.36,4.2,4.79,19
2025-01-11,SP,gasolina_c,6.0,5.04,7.99,1162
2025-01-11,SP,hidratado,3.96,3.29,5.89,1146
2025-01-11,TO,gasolina_c,6.49,6.18,6.89,47
2025-01-11,TO,hidratado,4.74,4.27,5.19,38
2025-01-18,AC,gasolina_c,7.49,7.39,7.75,15
2025-01-18,AC,hidratado,5.13,4.9,5.74,10
2025-01-18,AL,gasolina_c,6.22,5.89,6.94,51
2025-01-18,AL,hidratado,4.63,4.15,5.12,46
2025-01-18,AM,gasolina_c,7.01,6.97,7.99,54
2025-01-18,AM,hidratado,4.99,4.97,5.09,35
2025-01-18,AP,gasolina_c,5.9,5.83,6.13,23
2025-01-18,AP,hidratado,5.29,5.11,5.65,3
2025-01-18,BA,gasolina_c,6.29,5.83,6.97,199
2025-01-18,BA,hidratado,4.53,4.13,5.39,186
2025-01-18,CE,gasolina_c,6.37,5.79,6.79,120
2025-01-18,CE,hidratado,4.72,4.27,5.65,107
2025-01-18,DF,gasolina_c,5.96,5.71,6.13,50
2025-01-18,DF,hidratado,3.98,3.92,4.09,29
2025-01-18,ES,gasolina_c,6.11,5.79,6.86,72
2025-01-18,ES,hidratado,4.35,3.97,4.99,47
2025-01-18,GO,gasolina_c,6.27,5.29,6.79,171
2025-01-18,GO,hidratado,4.41,3.67,4.87,166
2025-01-18,MA,gasolina_c,5.99,5.6,6.93,94
2025-01-18,MA,hidratado,4.62,4.33,5.49,54
2025-01-18,MG,gasolina_c,6.09,5.57,6.59,408
2025-01-18,MG,hidratado,4.24,3.77,4.89,382
2025-01-18,MS,gasolina_c,5.99,5.53,7.09,60
2025-01-18,MS,hidratado,3.93,3.63,4.98,36
2025-01-18,MT,gasolina_c,6.19,5.73,6.76,77
2025-01-18,MT,hidratado,4.02,3.69,4.49,76
2025-01-18,PA,gasolina_c,6.26,5.67,7.29,78
2025-01-18,PA,hidratado,4.69,4.28,5.48,33
2025-01-18,PB,gasolina_c,6.1,5.79,6.89,67
2025-01-18,PB,hidratado,4.26,3.88,4.99,54
2025-01-18,PE,gasolina_c,6.12,5.65,7.49,160
2025-01-18,PE,hidratado,4.38,3.75,5.99,136
2025-01-18,PI,gasolina_c,5.94,5.65,6.36,59
2025-01-18,PI,hidratado,4.59,4.28,5.1,43
2025-01-18,PR,gasolina_c,6.28,5.69,6.55,250
2025-01-18,PR,hidratado,4.36,3.69,4.79,253
2025-01-18,RJ,gasolina_c,6.06,5.46,7.79,316
2025-01-18,RJ,hidratado,4.49,4.07,5.19,284
2025-01-18,RN,gasolina_c,6.21,5.65,6.89,42
2025-01-18,RN,hidratado,4.45,3.75,5.69,37
2025-01-18,RO,gasolina_c,6.99,6.77,7.29,39
2025-01-18,RO,hidratado,5.04,4.79,5.39,16
2025-01-18,RR,gasolina_c,6.89,6.89,6.93,16
2025-01-18,RR,hidratado,5.13,5.05,5.2,4
2025-01-18,RS,gasolina_c,6.01,5.59,7.25,319
2025-01-18,RS,hidratado,4.71,4.19,5.93,134
2025-01-18,SC,gasolina_c,6.3,5.74,6.67,163
2025-01-18,SC,hidratado,4.56,3.99,6.16,101
2025-01-18,SE,gasolina_c,6.41,6.31,6.49,31
2025-01-18,SE,hidratado,4.6,4.4,4.79,19
2025-01-18,SP,gasolina_c,6.01,5.19,7.99,1139
2025-01-18,SP,hidratado,4.0,3.34,5.89,1122
2025-01-18,TO,gasolina_c,6.49,6.01,6.89,41
2025-01-18,TO,hidratado,4.75,3.99,5.19,33
2025-01-25,AC,gasolina_c,7.43,7.23,7.73,16
2025-01-25,AC,hidratado,5.17,4.9,5.59,11
2025-01-25,AL,gasolina_c,6.24,5.89,6.94,51
2025-01-25,AL,hidratado,4.65,4.19,5.12,46
2025-01-25,AM,gasolina_c,7.01,6.97,7.99,56
2025-01-25,AM,hidratado,4.99,4.97,5.09,40
2025-01-25,AP,gasolina_c,5.9,5.83,6.09,22
2025-01-25,AP,hidratado,5.24,5.11,5.65,4
2025-01-25,BA,gasolina_c,6.43,5.79,6.97,227
2025-01-25,BA,hidratado,4.72,4.13,5.98,212
2025-01-25,CE,gasolina_c,6.4,5.85,6.79,128
2025-01-25,CE,hidratado,4.82,4.39,5.65,115
2025-01-25,DF,gasolina_c,6.33,5.77,6.59,50
2025-01-25,DF,hidratado,4.42,4.15,4.89,27
2025-01-25,ES,gasolina_c,6.17,5.77,6.89,90
2025-01-25,ES,hidratado,4.39,4.06,5.29,57
2025-01-25,GO,gasolina_c,6.35,5.46,6.59,178
2025-01-25,GO,hidratado,4.61,3.66,4.87,173
2025-01-25,MA,gasolina_c,6.05,5.65,6.99,102
2025-01-25,MA,hidratado,4.68,4.35,5.59,59
2025-01-25,MG,gasolina_c,6.08,5.57,6.69,462
2025-01-25,MG,hidratado,4.32,3.87,4.89,438
2025-01-25,MS,gasolina_c,5.98,5.59,7.09,60
2025-01-25,MS,hidratado,3.96,3.67,4.98,37
2025-01-25,MT,gasolina_c,6.22,5.79,6.76,78
2025-01-25,MT,hidratado,4.02,3.69,4.59,76
2025-01-25,PA,gasolina_c,6.27,5.67,7.29,98
2025-01-25,PA,hidratado,4.72,4.28,5.48,33
2025-01-25,PB,gasolina_c,6.09,5.79,6.58,67
2025-01-25,PB,hidratado,4.36,4.08,4.89,55
2025-01-25,PE,gasolina_c,6.33,5.74,7.49,167
2025-01-25,PE,hidratado,4.9,3.99,5.99,145
2025-01-25,PI,gasolina_c,5.95,5.69,6.36,59
2025-01-25,PI,hidratado,4.61,4.29,5.0,42
2025-01-25,PR,gasolina_c,6.28,5.69,6.83,281
2025-01-25,PR,hidratado,4.38,3.69,4.89,280
2025-01-25,RJ,gasolina_c,6.07,5.37,7.79,318
2025-01-25,RJ,hidratado,4.51,3.99,5.19,283
2025-01-25,RN,gasolina_c,6.09,5.54,6.69,43
2025-01-25,RN,hidratado,4.45,3.78,5.19,38
2025-01-25,RO,gasolina_c,6.97,6.39,7.2,61
2025-01-25,RO,hidratado,5.04,4.89,5.59,24
2025-01-25,RR,gasolina_c,6.89,6.89,6.93,16
2025-01-25,RR,hidratado,5.11,5.05,5.2,4
2025-01-25,RS,gasolina_c,6.03,5.59,7.25,337
2025-01-25,RS,hidratado,4.71,4.27,5.93,140
2025-01-25,SC,gasolina_c,6.29,5.74,6.59,160
2025-01-25,SC,hidratado,4.57,4.07,6.16,102
2025-01-25,SE,gasolina_c,6.42,6.31,6.49,25
2025-01-25,SE,hidratado,4.65,4.57,4.79,17
2025-01-25,SP,gasolina_c,6.02,5.19,8.29,1069
2025-01-25,SP,hidratado,4.04,3.34,5.97,1059
2025-01-25,TO,gasolina_c,6.49,6.01,6.89,48
2025-01-25,TO,hidratado,4.72,3.99,5.19,41
2025-02-01,AC,gasolina_c,7.43,7.27,7.73,16
2025-02-01,AC,hidratado,5.18,4.99,5.59,11
2025-02-01,AL,gasolina_c,6.27,5.89,6.94,51
2025-02-01,AL,hidratado,4.86,4.35,5.19,45
2025-02-01,AM,gasolina_c,7.01,6.97,7.99,55
2025-02-01,AM,hidratado,4.99,4.97,5.09,38
2025-02-01,AP,gasolina_c,5.95,5.89,6.13,20
2025-02-01,AP,hidratado,5.36,5.25,5.65,4
2025-02-01,BA,gasolina_c,6.28,5.74,6.97,196
2025-02-01,BA,hidratado,4.58,4.13,5.98,180
2025-02-01,CE,gasolina_c,6.29,5.85,6.79,123
2025-02-01,CE,hidratado,4.86,4.49,5.62,108
2025-02-01,DF,gasolina_c,6.4,6.14,6.45,50
2025-02-01,DF,hidratado,4.4,4.39,4.49,25
2025-02-01,ES,gasolina_c,6.3,5.79,6.89,87
2025-02-01,ES,hidratado,4.49,4.19,5.29,50
2025-02-01,GO,gasolina_c,6.36,5.79,6.79,173
2025-02-01,GO,hidratado,4.6,3.69,4.87,164
2025-02-01,MA,gasolina_c,6.02,5.65,6.99,100
2025-02-01,MA,hidratado,4.65,4.35,5.59,63
2025-02-01,MG,gasolina_c,6.09,5.55,6.69,421
2025-02-01,MG,hidratado,4.36,3.87,4.89,400
2025-02-01,MS,gasolina_c,6.0,5.59,7.09,60
2025-02-01,MS,hidratado,4.01,3.67,4.98,38
2025-02-01,MT,gasolina_c,6.3,5.79,6.75,79
2025-02-01,MT,hidratado,4.19,3.77,4.59,76
2025-02-01,PA,gasolina_c,6.31,5.79,7.29,93
2025-02-01,PA,hidratado,4.77,4.39,5.52,35
2025-02-01,PB,gasolina_c,6.08,5.79,6.29,67
2025-02-01,PB,hidratado,4.49,4.08,4.89,55
2025-02-01,PE,gasolina_c,6.35,5.65,7.49,149
2025-02-01,PE,hidratado,4.94,4.07,5.99,128
2025-02-01,PI,gasolina_c,5.97,5.77,6.29,43
2025-02-01,PI,hidratado,4.65,4.37,4.99,33
