data,esalq_rs_sc50kg,ny_cont_clb,tela,usd_ptax,ny_equiv_rs_sc50kg
2022-11-09,129.05,19.38,H23,5.1629,118.6
2022-11-08,129.12,19.0,H23,5.1744,116.53
2022-11-07,128.79,18.68,H23,5.0886,112.67
2022-11-04,129.13,18.71,H23,5.036,111.68
2022-11-03,128.83,18.47,H23,5.1349,112.41
2022-11-01,129.08,18.43,H23,5.15,112.5
2022-10-31,128.26,17.97,H23,5.257,111.97
2022-10-28,128.75,17.58,H23,5.3454,111.38
2022-10-27,128.66,17.71,H23,5.3003,111.26
2022-10-26,128.15,17.86,H23,5.3248,112.72
2022-10-25,128.6,18.11,H23,5.3091,113.96
2022-10-24,127.83,18.13,H23,5.2744,113.34
2022-10-21,128.46,18.38,H23,5.1919,113.11
2022-10-20,128.28,18.39,H23,5.2176,113.73
2022-10-19,127.69,18.65,H23,5.2808,116.73
2022-10-18,127.11,18.67,H23,5.2697,116.61
2022-10-17,127.22,18.77,H23,5.2713,117.27
2022-10-14,126.19,18.84,H23,5.2824,117.96
2022-10-13,126.4,18.81,H23,5.3017,118.2
2022-10-11,125.65,18.74,H23,5.2068,115.65
2022-10-10,125.68,18.61,H23,5.1941,114.57
2022-10-07,125.56,18.68,H23,5.2221,115.62
2022-10-06,125.68,18.46,H23,5.2009,113.8
2022-10-05,125.44,17.95,H23,5.2144,110.94
2022-10-04,125.42,17.91,H23,5.1411,109.14
2022-10-03,124.73,17.42,H23,5.2002,107.37
2022-09-30,124.41,18.42,V22,5.4066,118.04
2022-09-29,124.31,18.44,V22,5.3916,117.84
2022-09-28,125.45,18.29,V22,5.3594,116.19
2022-09-27,124.86,18.19,V22,5.3508,115.36
2022-09-26,124.62,18.35,V22,5.3548,116.47
2022-09-23,124.43,18.28,V22,5.2257,113.22
2022-09-22,124.38,18.49,V22,5.1677,113.25
2022-09-21,124.9,18.22,V22,5.1692,111.63
2022-09-20,124.73,18.19,V22,5.1705,111.48
2022-09-19,124.55,17.69,V22,5.2367,109.8
2022-09-16,123.9,17.88,V22,5.2882,112.07
2022-09-15,124.25,18.18,V22,5.2211,112.51
2022-09-14,124.05,18.27,V22,5.1774,112.12
2022-09-13,123.94,18.38,V22,5.1794,112.84
2022-09-12,123.81,18.35,V22,5.1183,111.32
2022-09-09,125.13,18.22,V22,5.1633,111.51
2022-09-08,124.94,17.93,V22,5.2155,110.84
2022-09-06,124.95,17.98,V22,5.2228,111.3
2022-09-02,122.73,18.15,V22,5.1878,111.6
2022-09-01,123.99,17.99,V22,5.2007,110.9
2022-08-31,125.07,17.89,V22,5.179,109.82
2022-08-30,126.22,18.1,V22,5.0617,108.59
2022-08-29,128.2,18.44,V22,5.0428,110.22
2022-08-26,127.73,18.47,V22,5.0903,111.44
2022-08-25,128.08,17.9,V22,5.1173,108.57
2022-08-24,128.15,18.04,V22,5.105,109.16
2022-08-23,129.1,17.89,V22,5.103,108.21
2022-08-22,128.95,17.94,V22,5.1709,109.95
2022-08-19,127.74,18.09,V22,5.1961,111.41
2022-08-18,128.24,17.77,V22,5.1773,109.05
2022-08-17,129.99,18.24,V22,5.1784,111.95
2022-08-16,129.47,18.27,V22,5.134,111.18
2022-08-15,129.14,18.54,V22,5.0925,111.91
2022-08-12,129.94,18.6,V22,5.1023,112.49
2022-08-11,129.94,18.49,V22,5.1127,112.05
2022-08-10,129.77,18.28,V22,5.0497,109.41
2022-08-09,129.96,17.98,V22,5.1224,109.17
2022-08-08,129.55,17.96,V22,5.1247,109.09
2022-08-05,129.61,17.94,V22,5.2165,110.92
2022-08-04,129.48,17.55,V22,5.2409,109.02
2022-08-03,128.84,17.77,V22,5.2846,111.31
2022-08-02,129.33,17.69,V22,5.2329,109.72
2022-08-01,131.5,17.6,V22,5.1606,107.65
2022-07-29,131.46,17.54,V22,5.1884,107.87
2022-07-28,131.7,17.72,V22,5.2149,109.53
2022-07-27,130.49,17.4,V22,5.3074,109.46
2022-07-26,130.16,17.47,V22,5.3608,111.01
2022-07-25,130.08,17.47,V22,5.4144,112.12
2022-07-22,131.11,17.89,V22,5.4522,115.61
2022-07-21,131.45,18.35,V22,5.475,119.08
2022-07-20,131.99,18.67,V22,5.4288,120.13
2022-07-19,131.12,18.84,V22,5.3904,120.37
2022-07-18,131.0,19.41,V22,5.3675,123.49
2022-07-15,127.72,19.25,V22,5.4014,123.24
2022-07-14,127.51,18.97,V22,5.4568,122.69
2022-07-13,127.11,19.14,V22,5.3992,122.49
2022-07-12,126.28,18.69,V22,5.412,119.89
2022-07-11,126.6,18.86,V22,5.3477,119.54
2022-07-08,125.98,19.02,V22,5.3086,119.68
2022-07-07,126.78,18.52,V22,5.364,117.75
2022-07-06,126.45,17.99,V22,5.4321,115.83
2022-07-05,126.65,17.8,V22,5.3899,113.72
2022-07-01,126.83,18.07,V22,5.3142,113.82
2022-06-30,127.06,18.83,N22,5.238,116.91
2022-06-29,127.94,18.55,N22,5.2268,114.92
2022-06-28,128.02,18.53,N22,5.2179,114.6
2022-06-27,127.33,18.3,N22,5.2214,113.26
2022-06-24,127.14,18.37,N22,5.2334,113.95
2022-06-23,126.75,18.38,N22,5.1833,112.92
2022-06-22,126.17,18.45,N22,5.1509,112.64
2022-06-21,127.02,18.66,N22,5.1462,113.82
2022-06-17,126.69,18.6,N22,5.1313,113.13
2022-06-15,127.1,18.46,N22,5.1119,111.85
2022-06-14,126.71,18.7,N22,5.1203,113.49
2022-06-13,127.32,18.71,N22,5.1033,113.17
2022-06-10,127.19,18.87,N22,4.9836,111.46
2022-06-09,128.79,19.29,N22,4.8951,111.92
2022-06-08,129.39,18.98,N22,4.8711,109.58
2022-06-07,129.28,18.97,N22,4.8909,109.97
2022-06-06,129.96,19.56,N22,4.7839,110.91
2022-06-03,129.84,19.29,N22,4.7956,109.65
2022-06-02,128.55,19.35,N22,4.7879,109.81
2022-06-01,130.64,19.44,N22,4.7765,110.06
2022-05-31,130.92,19.4,N22,4.7289,108.74
2022-05-27,130.02,19.61,N22,4.7434,110.25
2022-05-26,130.79,19.54,N22,4.7967,111.09
2022-05-25,131.88,19.68,N22,4.8359,112.8
2022-05-24,131.8,19.75,N22,4.8106,112.61
2022-05-23,131.97,19.77,N22,4.7973,112.42
2022-05-20,130.58,19.95,N22,4.8777,115.34
2022-05-19,129.32,19.77,N22,4.9198,115.29
2022-05-18,129.86,19.83,N22,4.9592,116.56
2022-05-17,130.51,20.0,N22,4.9676,117.76
2022-05-16,131.0,19.68,N22,5.0666,118.19
2022-05-13,131.96,19.17,N22,5.1075,116.05
2022-05-12,131.21,18.64,N22,5.1482,113.74
2022-05-11,132.78,18.55,N22,5.1244,112.67
2022-05-10,132.83,18.54,N22,5.139,112.93
2022-05-09,133.32,18.66,N22,5.134,113.55
2022-05-06,134.38,19.16,N22,5.075,115.25
2022-05-05,133.43,18.78,N22,5.0051,111.41
2022-05-04,134.21,18.62,N22,5.0093,110.55
2022-05-03,132.69,18.62,N22,5.0167,110.72
2022-05-02,135.11,18.85,N22,5.0266,112.31
2022-04-29,135.43,19.35,K22,4.9191,112.82
2022-04-28,135.46,19.42,K22,5.011,115.34
2022-04-27,136.94,19.02,K22,5.0167,113.1
2022-04-26,137.12,18.99,K22,4.9666,111.79
2022-04-25,139.48,18.95,K22,4.8818,109.65
2022-04-22,139.57,19.24,K22,4.7326,107.93
2022-04-20,139.57,19.62,K22,4.6397,107.9
2022-04-19,140.99,19.74,K22,4.6664,109.18
2022-04-18,142.48,20.26,K22,4.6746,112.25
2022-04-14,141.49,20.06,K22,4.7158,112.13
2022-04-13,141.49,20.1,K22,4.6811,111.52
2022-04-12,142.26,20.22,K22,4.6483,111.4
2022-04-11,143.44,20.31,K22,4.7025,113.2
2022-04-08,141.76,20.41,K22,4.7513,114.94
2022-04-07,142.47,19.84,K22,4.7422,111.52
2022-04-06,142.41,19.59,K22,4.6967,109.06
2022-04-05,143.23,19.65,K22,4.64,108.07
2022-04-04,143.65,19.61,K22,4.6175,107.33
2022-04-01,143.65,19.37,K22,4.6984,107.87
2022-03-31,142.86,19.49,K22,4.7378,109.45
2022-03-30,140.82,19.47,K22,4.7497,109.61
2022-03-29,140.58,19.11,K22,4.7486,107.56
2022-03-28,140.0,19.59,K22,4.7905,111.23
2022-03-25,140.0,19.61,K22,4.7782,111.06
2022-03-24,139.37,19.26,K22,4.8067,109.73
2022-03-23,139.29,19.24,K22,4.8704,111.07
2022-03-22,139.36,19.15,K22,4.9208,111.69
2022-03-21,139.33,19.28,K22,4.9666,113.5
2022-03-18,136.62,18.93,K22,5.0411,113.11
2022-03-17,138.24,18.69,K22,5.0764,112.46
2022-03-16,137.67,18.56,K22,5.1287,112.83
2022-03-15,136.51,18.73,K22,5.1314,113.92
2022-03-14,135.89,19.13,K22,5.0647,114.84
2022-03-11,136.69,19.24,K22,5.0255,114.61
2022-03-10,136.98,19.1,K22,5.0513,114.36
2022-03-09,136.52,18.94,K22,5.0094,112.46
2022-03-08,134.37,19.43,K22,5.0903,117.23
2022-03-07,134.79,19.27,K22,5.0579,115.52
2022-03-04,135.3,19.35,K22,5.0758,116.41
2022-03-03,132.99,18.93,K22,5.0479,113.26
2022-03-02,132.99,18.64,K22,5.1347,113.44
2022-02-25,132.42,17.99,H22,5.1394,109.59
2022-02-24,136.21,18.32,H22,5.1174,111.12
2022-02-23,139.34,18.53,H22,5.0143,110.13
2022-02-22,142.39,18.48,H22,5.0611,110.86
2022-02-18,145.64,18.2,H22,5.1339,110.75
2022-02-17,148.23,18.28,H22,5.1565,111.73
2022-02-16,145.49,18.07,H22,5.163,110.58
2022-02-15,149.08,18.07,H22,5.1881,111.12
2022-02-14,148.52,18.12,H22,5.2106,111.91
2022-02-11,148.61,18.26,H22,5.1987,112.52
2022-02-10,145.07,18.3,H22,5.2101,113.01
2022-02-09,147.33,18.48,H22,5.2735,115.51
2022-02-08,145.49,18.08,H22,5.2699,112.93
2022-02-07,146.67,18.05,H22,5.2913,113.2
2022-02-04,146.33,18.23,H22,5.3284,115.13
2022-02-03,144.81,17.99,H22,5.3025,113.07
2022-02-02,146.53,17.93,H22,5.2956,112.54
2022-02-01,147.87,18.48,H22,5.281,115.67
2022-01-31,147.04,18.22,H22,5.3574,115.7
2022-01-28,149.02,18.2,H22,5.3954,116.39
2022-01-27,150.5,18.41,H22,5.3812,117.42
2022-01-26,150.15,18.49,H22,5.4324,119.06
2022-01-25,148.34,18.78,H22,5.4971,122.36
2022-01-24,151.66,18.81,H22,5.491,122.42
2022-01-21,151.58,18.9,H22,5.4401,121.87
2022-01-20,152.05,18.93,H22,5.4166,121.53
2022-01-19,151.46,19.07,H22,5.4978,124.27
2022-01-18,150.84,18.66,H22,5.5213,122.12
2022-01-14,153.13,18.31,H22,5.5349,120.12
2022-01-13,152.96,18.09,H22,5.5246,118.46
2022-01-12,152.28,18.34,H22,5.5611,120.89
2022-01-11,152.38,18.11,H22,5.6351,120.96
2022-01-10,151.34,17.83,H22,5.6736,119.9
2022-01-07,152.93,18.05,H22,5.6753,121.42
2022-01-06,153.12,18.19,H22,5.7042,122.98
2022-01-05,153.24,18.34,H22,5.6628,123.1
2022-01-04,151.02,18.75,H22,5.6776,126.18
2022-01-03,154.82,18.74,H22,5.6309,125.07
2021-12-30,154.83,18.78,H22,5.5805,124.22
2021-12-29,154.83,19.1,H22,5.6619,128.18
2021-12-28,155.37,18.96,H22,5.6438,126.83
2021-12-27,156.26,19.21,H22,5.665,128.99
2021-12-23,156.26,19.24,H22,5.691,129.78
2021-12-22,155.23,19.26,H22,5.7201,130.58
2021-12-21,154.97,18.74,H22,5.7372,127.44
2021-12-20,153.03,18.59,H22,5.7055,125.72
2021-12-17,154.46,19.11,H22,5.6959,129.02
2021-12-16,157.43,19.4,H22,5.6963,130.98
2021-12-15,154.46,19.29,H22,5.7127,130.62
2021-12-14,153.33,19.65,H22,5.6461,131.5
2021-12-13,155.07,19.64,H22,5.6357,131.19
2021-12-10,155.35,19.71,H22,5.5931,130.67
2021-12-09,153.36,19.69,H22,5.5564,129.68
2021-12-08,155.51,19.82,H22,5.5779,131.04
2021-12-07,155.57,19.48,H22,5.6411,130.25
2021-12-06,155.13,19.16,H22,5.6877,129.17
2021-12-03,155.25,18.75,H22,5.6432,125.41
2021-12-02,155.81,18.62,H22,5.6345,124.35
2021-12-01,154.79,18.6,H22,5.6168,123.83
2021-11-30,154.26,18.6,H22,5.6199,123.9
2021-11-29,153.56,19.19,H22,5.6118,127.64
2021-11-26,154.05,19.35,H22,5.5865,128.13
2021-11-24,153.47,19.93,H22,5.6027,132.35
2021-11-23,153.48,20.11,H22,5.6456,134.57
2021-11-22,154.44,19.76,H22,5.5841,130.79
2021-11-19,155.43,19.99,H22,5.5584,131.7
2021-11-18,155.2,20.18,H22,5.547,132.68
2021-11-17,154.57,20.42,H22,5.4993,133.1
2021-11-16,154.52,19.99,H22,5.4772,129.78
2021-11-12,155.73,20.01,H22,5.4199,128.55
2021-11-11,152.93,20.12,H22,5.4171,129.19
2021-11-10,151.96,19.6,H22,5.459,126.82
2021-11-09,152.1,19.9,H22,5.4957,129.63
2021-11-08,153.43,19.92,H22,5.5627,131.34
2021-11-05,153.85,19.94,H22,5.5455,131.06
2021-11-04,151.9,19.63,H22,5.5942,130.16
2021-11-03,151.62,19.38,H22,5.6672,130.18
2021-11-01,153.04,19.37,H22,5.6694,130.16
2021-10-29,152.88,19.27,H22,5.643,128.89
2021-10-28,151.87,19.62,H22,5.6124,130.52
2021-10-27,149.31,19.7,H22,5.5667,129.98
2021-10-26,148.7,19.66,H22,5.58,130.03
2021-10-25,149.44,19.39,H22,5.5973,128.64
2021-10-22,148.76,19.08,H22,5.7117,129.17
2021-10-21,148.18,18.94,H22,5.6423,126.67
2021-10-20,147.5,18.97,H22,5.5571,124.95
2021-10-19,146.62,18.87,H22,5.5521,124.18
2021-10-18,149.41,19.35,H22,5.5193,126.59
2021-10-15,150.24,19.8,H22,5.451,127.93
2021-10-14,149.85,19.59,H22,5.4988,127.68
2021-10-13,147.69,19.86,H22,5.5471,130.58
2021-10-11,144.67,20.33,H22,5.5161,132.92
2021-10-08,144.81,20.29,H22,5.5084,132.47
2021-10-07,143.72,19.84,H22,5.514,129.67
2021-10-06,143.38,19.77,H22,5.5097,129.11
2021-10-05,142.86,19.85,H22,5.4611,128.49
2021-10-04,142.34,19.69,H22,5.4204,126.5
2021-10-01,143.09,20.06,H22,5.3911,128.18
2021-09-30,142.5,19.83,V21,5.4394,127.85
2021-09-29,144.47,18.94,V21,5.4173,121.61
2021-09-28,144.44,18.98,V21,5.4206,121.95
2021-09-27,143.72,18.73,V21,5.3478,118.72
2021-09-24,141.71,19.1,V21,5.3435,120.97
2021-09-23,145.46,19.49,V21,5.2891,122.18
2021-09-22,143.81,19.33,V21,5.2783,120.93
2021-09-21,143.54,18.97,V21,5.3044,119.27
2021-09-20,144.34,18.86,V21,5.3332,119.22
2021-09-17,140.51,19.18,V21,5.3103,120.72
2021-09-16,142.63,19.49,V21,5.2594,121.5
2021-09-15,141.34,19.52,V21,5.2576,121.64
2021-09-14,142.61,18.96,V21,5.226,117.44
2021-09-13,142.17,18.98,V21,5.219,117.41
2021-09-10,140.09,18.79,V21,5.2158,116.16
2021-09-09,140.65,19.24,V21,5.2825,120.47
2021-09-08,139.97,19.49,V21,5.2524,121.34
2021-09-03,138.01,19.62,V21,5.1685,120.19
2021-09-02,137.83,19.9,V21,5.1735,122.03
2021-09-01,137.03,19.67,V21,5.1576,120.25
2021-08-31,137.36,19.84,V21,5.1433,120.95
2021-08-30,136.34,20.22,V21,5.1952,124.51
2021-08-27,137.18,20.04,V21,5.22,123.99
2021-08-26,136.31,19.68,V21,5.2429,122.3
2021-08-25,135.69,19.73,V21,5.2465,122.69
2021-08-24,135.21,19.58,V21,5.3017,123.04
2021-08-23,134.43,19.58,V21,5.3686,124.59
2021-08-20,133.41,19.58,V21,5.4274,125.96
2021-08-19,133.91,19.79,V21,5.418,127.09
2021-08-18,130.95,20.17,V21,5.3025,126.77
2021-08-17,129.77,20.02,V21,5.2585,124.78
2021-08-16,129.38,20.03,V21,5.2495,124.63
2021-08-13,125.52,19.95,V21,5.2474,124.08
2021-08-12,125.55,19.54,V21,5.2351,121.25
2021-08-11,122.59,19.47,V21,5.2013,120.03
2021-08-10,121.72,19.59,V21,5.2217,121.25
2021-08-09,119.58,18.47,V21,5.2774,115.53
2021-08-06,120.57,18.68,V21,5.241,116.04
2021-08-05,120.49,18.62,V21,5.1464,113.58
2021-08-04,120.79,17.93,V21,5.2091,110.7
2021-08-03,119.78,17.98,V21,5.2464,111.81
2021-08-02,118.84,17.95,V21,5.1379,109.31
2021-07-30,117.48,17.91,V21,5.1216,108.72
2021-07-29,117.99,18.3,V21,5.0682,109.93
2021-07-28,117.58,18.61,V21,5.1527,113.66
2021-07-27,117.1,18.35,V21,5.1669,112.38
2021-07-26,117.61,18.42,V21,5.1863,113.23
2021-07-23,116.96,18.17,V21,5.1701,111.35
2021-07-22,117.42,17.62,V21,5.1978,108.55
2021-07-21,116.79,17.67,V21,5.2516,109.99
2021-07-20,116.55,17.41,V21,5.2465,108.27
2021-07-19,116.89,17.07,V21,5.1978,105.17
2021-07-16,115.51,17.71,V21,5.0941,106.93
2021-07-15,114.71,17.33,V21,5.1,104.76
2021-07-14,115.55,16.93,V21,5.088,102.1
2021-07-13,115.42,17.08,V21,5.177,104.81
2021-07-12,116.44,16.99,V21,5.2239,105.2
2021-07-08,115.38,17.45,V21,5.2587,108.77
2021-07-07,115.61,17.75,V21,5.2328,110.09
2021-07-06,115.93,17.87,V21,5.1645,109.39
2021-07-02,115.81,18.15,V21,5.0293,108.19
2021-07-01,114.82,17.94,V21,5.0055,106.44
2021-06-30,113.57,17.63,N21,5.0022,104.53
2021-06-29,114.98,17.23,N21,4.945,100.99
2021-06-28,117.89,17.23,N21,4.942,100.93
2021-06-25,117.22,16.9,N21,4.9206,98.57
2021-06-24,117.07,16.93,N21,4.9277,98.88
2021-06-23,115.88,16.69,N21,4.9519,97.96
2021-06-22,115.99,16.43,N21,5.0178,97.72
2021-06-21,114.23,16.78,N21,5.0373,100.19
2021-06-18,115.37,16.43,N21,5.0314,97.98
2021-06-17,117.76,16.55,N21,5.0359,98.79
2021-06-16,117.57,17.04,N21,5.0207,101.4
2021-06-15,117.26,17.05,N21,5.0874,102.81
2021-06-14,116.89,17.29,N21,5.0707,103.92
2021-06-11,115.6,17.54,N21,5.119,106.42
2021-06-10,117.23,17.66,N21,5.0635,105.99
2021-06-09,116.93,17.73,N21,5.0533,106.2
2021-06-08,116.22,17.71,N21,5.0489,105.98
2021-06-07,116.56,17.38,N21,5.0498,104.03
2021-06-04,116.77,17.71,N21,5.0666,106.35
2021-06-02,116.34,17.68,N21,5.1147,107.18
2021-06-01,116.23,17.69,N21,5.1636,108.27
2021-05-28,115.99,17.36,N21,5.2281,107.58
2021-05-27,115.41,17.12,N21,5.284,107.22
2021-05-26,115.88,16.78,N21,5.3164,105.74
2021-05-25,116.4,17.04,N21,5.3143,107.33
2021-05-24,116.41,16.83,N21,5.3198,106.12
