data_coleta,alert_status,fase_oni_atual,trimestre_oni_atual,oni_anom_atual_C,nino34_weekly_C,window1_periodo,window1_pct,window2_periodo,window2_pct,sinopse,fonte_oni_url,fonte_ensodisc_url
2026-08-03,El Niño Advisory,Neutro,MJJ 2026,1.39,1.2,,,,,"El Niño continues and will strengthen through the end of the year, with a 97% chance it will persist through early spring 2027",https://www.cpc.ncep.noaa.gov/data/indices/oni.ascii.txt,https://www.cpc.ncep.noaa.gov/products/analysis_monitoring/enso_advisory/ensodisc.shtml
