data,vencimento,ajuste,volume,contratos_aberto,fonte_cid
2024-04-01,ETHc1,2300.0,7.0,,964525
2024-03-28,ETHc1,2380.0,,,964525
2024-03-27,ETHc1,2360.5,13.0,,964525
2024-03-26,ETHc1,2310.5,3.0,,964525
2024-03-25,ETHc1,2310.5,50.0,,964525
2024-03-22,ETHc1,2310.5,50.0,,964525
2024-03-21,ETHc1,2304.5,8.0,,964525
2024-03-20,ETHc1,2250.0,7.0,,964525
2024-03-19,ETHc1,2183.0,1.0,,964525
2024-03-18,ETHc1,2143.5,87.0,,964525
2024-03-15,ETHc1,2143.5,1.0,,964525
2024-03-14,ETHc1,2143.5,9.0,,964525
2024-03-13,ETHc1,2143.5,34.0,,964525
2024-03-12,ETHc1,2171.0,83.0,,964525
2024-03-11,ETHc1,2171.0,83.0,,964525
2024-03-08,ETHc1,2171.0,94.0,,964525
2024-03-07,ETHc1,2171.0,103.0,,964525
2024-03-06,ETHc1,2171.0,45.0,,964525
2024-03-05,ETHc1,2171.0,45.0,,964525
2024-03-04,ETHc1,2217.5,5.0,,964525
2024-03-01,ETHc1,2217.5,5.0,,964525
2024-02-29,ETHc1,2235.0,7.0,,964525
2024-02-28,ETHc1,2270.0,7.0,,964525
2024-02-27,ETHc1,2270.0,7.0,,964525
2024-02-26,ETHc1,2270.0,7.0,,964525
2024-02-23,ETHc1,2270.0,7.0,,964525
2024-02-22,ETHc1,2270.0,7.0,,964525
2024-02-21,ETHc1,2270.0,68.0,,964525
2024-02-20,ETHc1,2270.0,68.0,,964525
2024-02-19,ETHc1,2270.0,101.0,,964525
2024-02-16,ETHc1,2270.0,101.0,,964525
2024-02-15,ETHc1,2284.0,1.0,,964525
2024-02-14,ETHc1,2284.0,70.0,,964525
2024-02-09,ETHc1,2284.0,70.0,,964525
2024-02-08,ETHc1,2284.0,70.0,,964525
2024-02-07,ETHc1,2284.0,50.0,,964525
2024-02-06,ETHc1,2284.0,14.0,,964525
2024-02-05,ETHc1,2298.0,2.0,,964525
2024-02-02,ETHc1,2300.5,135.0,,964525
2024-02-01,ETHc1,2300.5,125.0,,964525
2024-01-31,ETHc1,2247.5,26.0,,964525
2024-01-30,ETHc1,2219.0,26.0,,964525
2024-01-29,ETHc1,2206.0,26.0,,964525
2024-01-26,ETHc1,2150.0,2.0,,964525
2024-01-25,ETHc1,2150.0,2.0,,964525
2024-01-24,ETHc1,2150.0,17.0,,964525
2024-01-23,ETHc1,2062.5,12.0,,964525
2024-01-22,ETHc1,2062.5,12.0,,964525
2024-01-19,ETHc1,2045.0,25.0,,964525
2024-01-18,ETHc1,2045.0,3.0,,964525
2024-01-17,ETHc1,2045.0,3.0,,964525
2024-01-16,ETHc1,2015.0,15.0,,964525
2024-01-15,ETHc1,1960.0,68.0,,964525
2024-01-12,ETHc1,1960.0,68.0,,964525
2024-01-11,ETHc1,1960.0,68.0,,964525
2024-01-10,ETHc1,1950.0,68.0,,964525
2024-01-09,ETHc1,1915.0,23.0,,964525
2024-01-08,ETHc1,1915.0,28.0,,964525
2024-01-05,ETHc1,1915.0,28.0,,964525
2024-01-04,ETHc1,1925.0,10.0,,964525
2024-01-03,ETHc1,1925.0,10.0,,964525
2024-01-02,ETHc1,1980.0,44.0,,964525
2023-12-28,ETHc1,2004.0,,,964525
2023-12-27,ETHc1,1954.0,23.0,,964525
2023-12-26,ETHc1,1954.0,23.0,,964525
2023-12-22,ETHc1,1954.0,23.0,,964525
2023-12-21,ETHc1,1954.0,23.0,,964525
2023-12-20,ETHc1,1954.0,23.0,,964525
2023-12-19,ETHc1,1954.0,23.0,,964525
2023-12-18,ETHc1,1954.0,23.0,,964525
2023-12-15,ETHc1,1954.0,129.0,,964525
2023-12-14,ETHc1,1954.0,129.0,,964525
2023-12-13,ETHc1,1954.0,50.0,,964525
2023-12-12,ETHc1,1954.0,25.0,,964525
2023-12-11,ETHc1,2050.0,15.0,,964525
2023-12-08,ETHc1,2050.0,32.0,,964525
2023-12-07,ETHc1,2050.0,30.0,,964525
2023-12-06,ETHc1,2050.0,101.0,,964525
2023-12-05,ETHc1,2160.0,1.0,,964525
2023-12-04,ETHc1,2160.0,20.0,,964525
2023-12-01,ETHc1,2160.0,20.0,,964525
2023-11-30,ETHc1,2177.0,136.0,,964525
2023-11-29,ETHc1,2170.0,136.0,,964525
2023-11-28,ETHc1,2170.0,136.0,,964525
2023-11-27,ETHc1,2170.0,136.0,,964525
2023-11-24,ETHc1,2125.0,136.0,,964525
2023-11-23,ETHc1,2125.0,136.0,,964525
2023-11-22,ETHc1,2125.0,136.0,,964525
2023-11-21,ETHc1,2125.0,136.0,,964525
2023-11-20,ETHc1,2145.0,136.0,,964525
2023-11-17,ETHc1,2135.0,136.0,,964525
2023-11-16,ETHc1,2150.0,136.0,,964525
2023-11-14,ETHc1,2186.0,143.0,,964525
2023-11-13,ETHc1,2186.0,15.0,,964525
2023-11-10,ETHc1,2186.0,15.0,,964525
2023-11-09,ETHc1,2186.0,15.0,,964525
2023-11-08,ETHc1,2312.5,12.0,,964525
2023-11-07,ETHc1,2312.5,10.0,,964525
2023-11-06,ETHc1,2312.5,10.0,,964525
2023-11-03,ETHc1,2325.0,124.0,,964525
2023-11-01,ETHc1,2385.0,99.0,,964525
2023-10-31,ETHc1,2317.5,5.0,,964525
2023-10-30,ETHc1,2317.5,5.0,,964525
2023-10-27,ETHc1,2317.5,24.0,,964525
2023-10-26,ETHc1,2325.0,24.0,,964525
2023-10-25,ETHc1,2325.0,24.0,,964525
2023-10-24,ETHc1,2325.0,24.0,,964525
2023-10-23,ETHc1,2322.5,24.0,,964525
2023-10-20,ETHc1,2330.0,40.0,,964525
2023-10-19,ETHc1,2365.0,40.0,,964525
2023-10-18,ETHc1,2365.0,40.0,,964525
2023-10-17,ETHc1,2330.0,15.0,,964525
2023-10-16,ETHc1,2322.5,45.0,,964525
2023-10-13,ETHc1,2322.5,45.0,,964525
2023-10-11,ETHc1,2322.5,45.0,,964525
2023-10-10,ETHc1,2322.5,45.0,,964525
2023-10-09,ETHc1,2330.0,21.0,,964525
2023-10-06,ETHc1,2317.5,30.0,,964525
2023-10-05,ETHc1,2295.0,30.0,,964525
2023-10-04,ETHc1,2295.0,30.0,,964525
2023-10-03,ETHc1,2345.0,10.0,,964525
2023-10-02,ETHc1,2342.5,20.0,,964525
2023-09-29,ETHc1,2276.0,10.0,,964525
2023-09-28,ETHc1,2300.0,1.0,,964525
2023-09-27,ETHc1,2300.0,1.0,,964525
2023-09-26,ETHc1,2300.0,1.0,,964525
2023-09-25,ETHc1,2300.0,30.0,,964525
2023-09-22,ETHc1,2315.0,30.0,,964525
2023-09-21,ETHc1,2315.0,15.0,,964525
2023-09-20,ETHc1,2317.5,3.0,,964525
2023-09-19,ETHc1,2330.5,2.0,,964525
2023-09-18,ETHc1,2335.0,10.0,,964525
2023-09-15,ETHc1,2335.0,12.0,,964525
2023-09-14,ETHc1,2335.0,17.0,,964525
2023-09-13,ETHc1,2335.0,42.0,,964525
2023-09-12,ETHc1,2335.0,33.0,,964525
2023-09-11,ETHc1,2335.0,102.0,,964525
2023-09-08,ETHc1,2335.0,12.0,,964525
2023-09-06,ETHc1,2335.0,12.0,,964525
2023-09-05,ETHc1,2320.0,10.0,,964525
2023-09-04,ETHc1,2305.0,1.0,,964525
2023-09-01,ETHc1,2315.0,15.0,,964525
2023-08-31,ETHc1,2303.0,35.0,,964525
2023-08-30,ETHc1,2320.0,35.0,,964525
2023-08-29,ETHc1,2320.0,10.0,,964525
2023-08-28,ETHc1,2320.0,10.0,,964525
2023-08-25,ETHc1,2320.0,4.0,,964525
2023-08-24,ETHc1,2320.0,35.0,,964525
2023-08-23,ETHc1,2320.0,4.0,,964525
2023-08-22,ETHc1,2320.0,4.0,,964525
2023-08-21,ETHc1,2320.0,3.0,,964525
2023-08-18,ETHc1,2350.0,102.0,,964525
2023-08-17,ETHc1,2350.0,81.0,,964525
2023-08-16,ETHc1,2310.0,48.0,,964525
2023-08-15,ETHc1,2365.0,22.0,,964525
2023-08-14,ETHc1,2160.0,6.0,,964525
2023-08-11,ETHc1,2160.0,25.0,,964525
2023-08-10,ETHc1,2160.0,25.0,,964525
2023-08-09,ETHc1,2240.0,23.0,,964525
2023-08-08,ETHc1,2240.0,1.0,,964525
2023-08-07,ETHc1,2210.0,34.0,,964525
2023-08-04,ETHc1,2210.0,34.0,,964525
2023-08-03,ETHc1,2210.0,109.0,,964525
2023-08-02,ETHc1,2255.0,49.0,,964525
2023-08-01,ETHc1,2275.0,25.0,,964525
2023-07-31,ETHc1,2235.5,1.0,,964525
2023-07-28,ETHc1,2230.0,7.0,,964525
2023-07-27,ETHc1,2230.0,11.0,,964525
2023-07-26,ETHc1,2212.5,12.0,,964525
2023-07-25,ETHc1,2212.5,12.0,,964525
2023-07-24,ETHc1,2200.0,10.0,,964525
2023-07-21,ETHc1,2200.0,10.0,,964525
2023-07-20,ETHc1,2200.0,14.0,,964525
2023-07-19,ETHc1,2200.0,14.0,,964525
2023-07-18,ETHc1,2200.0,3.0,,964525
2023-07-17,ETHc1,2215.0,1.0,,964525
2023-07-14,ETHc1,2215.0,8.0,,964525
2023-07-13,ETHc1,2275.0,10.0,,964525
2023-07-12,ETHc1,2275.0,10.0,,964525
2023-07-11,ETHc1,2275.0,35.0,,964525
2023-07-10,ETHc1,2275.0,35.0,,964525
2023-07-07,ETHc1,2275.0,35.0,,964525
2023-07-06,ETHc1,2275.0,5.0,,964525
2023-07-05,ETHc1,2315.0,30.0,,964525
2023-07-04,ETHc1,2345.0,85.0,,964525
2023-07-03,ETHc1,2345.0,194.0,,964525
2023-06-30,ETHc1,2613.0,194.0,,964525
2023-06-29,ETHc1,2545.0,28.0,,964525
2023-06-28,ETHc1,2545.0,28.0,,964525
2023-06-27,ETHc1,2545.0,28.0,,964525
2023-06-26,ETHc1,2545.0,40.0,,964525
2023-06-23,ETHc1,2545.0,4.0,,964525
2023-06-22,ETHc1,2545.0,4.0,,964525
2023-06-21,ETHc1,2600.0,14.0,,964525
2023-06-20,ETHc1,2600.0,14.0,,964525
2023-06-19,ETHc1,2600.0,12.0,,964525
2023-06-16,ETHc1,2652.5,11.0,,964525
2023-06-15,ETHc1,2652.5,59.0,,964525
2023-06-14,ETHc1,2652.5,16.0,,964525
2023-06-13,ETHc1,2585.0,34.0,,964525
2023-06-12,ETHc1,2585.0,72.0,,964525
2023-06-09,ETHc1,2585.0,12.0,,964525
2023-06-07,ETHc1,2585.0,1.0,,964525
2023-06-06,ETHc1,2585.0,1.0,,964525
2023-06-05,ETHc1,2585.0,3.0,,964525
2023-06-02,ETHc1,2597.5,27.0,,964525
2023-06-01,ETHc1,2597.5,27.0,,964525
2023-05-31,ETHc1,2651.5,13.0,,964525
2023-05-30,ETHc1,2605.0,13.0,,964525
2023-05-29,ETHc1,2605.0,13.0,,964525
2023-05-26,ETHc1,2605.0,13.0,,964525
2023-05-25,ETHc1,2605.0,13.0,,964525
2023-05-24,ETHc1,2605.0,13.0,,964525
2023-05-23,ETHc1,2605.0,13.0,,964525
2023-05-22,ETHc1,2555.0,13.0,,964525
2023-05-19,ETHc1,2555.0,1.0,,964525
2023-05-18,ETHc1,2450.0,3.0,,964525
2023-05-17,ETHc1,2450.0,1.0,,964525
2023-05-16,ETHc1,2575.0,23.0,,964525
2023-05-15,ETHc1,2575.0,23.0,,964525
2023-05-12,ETHc1,2575.0,23.0,,964525
2023-05-11,ETHc1,2575.0,23.0,,964525
2023-05-10,ETHc1,2675.0,5.0,,964525
2023-05-09,ETHc1,2675.0,17.0,,964525
2023-05-08,ETHc1,2675.0,10.0,,964525
2023-05-05,ETHc1,2625.0,47.0,,964525
2023-05-04,ETHc1,2625.0,47.0,,964525
2023-05-03,ETHc1,2725.0,2.0,,964525
2023-05-02,ETHc1,2725.0,2.0,,964525
2023-04-28,ETHc1,3081.0,,,964525
2023-04-27,ETHc1,2975.0,10.0,,964525
2023-04-26,ETHc1,2975.0,10.0,,964525
2023-04-25,ETHc1,2975.0,10.0,,964525
2023-04-24,ETHc1,2975.0,10.0,,964525
2023-04-20,ETHc1,2975.0,10.0,,964525
2023-04-19,ETHc1,2975.0,10.0,,964525
2023-04-18,ETHc1,2975.0,10.0,,964525
2023-04-17,ETHc1,2975.0,49.0,,964525
2023-04-14,ETHc1,2975.0,49.0,,964525
2023-04-13,ETHc1,2875.0,4.0,,964525
2023-04-12,ETHc1,2875.0,3.0,,964525
2023-04-11,ETHc1,2820.0,105.0,,964525
2023-04-10,ETHc1,2820.0,35.0,,964525
2023-04-06,ETHc1,2820.0,66.0,,964525
2023-04-05,ETHc1,2710.0,4.0,,964525
2023-04-04,ETHc1,2710.0,93.0,,964525
2023-04-03,ETHc1,2710.0,93.0,,964525
2023-03-31,ETHc1,2826.0,,,964525
2023-03-30,ETHc1,2815.0,52.0,,964525
2023-03-29,ETHc1,2760.0,52.0,,964525
2023-03-28,ETHc1,2760.0,24.0,,964525
2023-03-27,ETHc1,2712.5,12.0,,964525
2023-03-24,ETHc1,2712.5,10.0,,964525
2023-03-23,ETHc1,2712.5,52.0,,964525
2023-03-22,ETHc1,2712.5,52.0,,964525
2023-03-21,ETHc1,2712.5,50.0,,964525
2023-03-20,ETHc1,2700.0,10.0,,964525
2023-03-17,ETHc1,2700.0,15.0,,964525
2023-03-16,ETHc1,2695.0,57.0,,964525
2023-03-15,ETHc1,2710.0,10.0,,964525
2023-03-14,ETHc1,2712.5,51.0,,964525
2023-03-13,ETHc1,2625.0,6.0,,964525
2023-03-10,ETHc1,2625.0,9.0,,964525
2023-03-09,ETHc1,2665.0,4.0,,964525
2023-03-08,ETHc1,2665.0,31.0,,964525
2023-03-07,ETHc1,2695.0,12.0,,964525
2023-03-06,ETHc1,2720.0,90.0,,964525
2023-03-03,ETHc1,2740.0,106.0,,964525
2023-03-02,ETHc1,2740.0,15.0,,964525
2023-03-01,ETHc1,2715.0,29.0,,964525
2023-02-28,ETHc1,2819.5,49.0,,964525
2023-02-27,ETHc1,2825.0,99.0,,964525
2023-02-24,ETHc1,2825.0,11.0,,964525
2023-02-23,ETHc1,2825.0,25.0,,964525
2023-02-22,ETHc1,2795.0,40.0,,964525
2023-02-17,ETHc1,2795.0,40.0,,964525
2023-02-16,ETHc1,2795.0,40.0,,964525
2023-02-15,ETHc1,2805.0,40.0,,964525
2023-02-14,ETHc1,2815.0,9.0,,964525
2023-02-13,ETHc1,2772.5,16.0,,964525
2023-02-10,ETHc1,2745.0,8.0,,964525
2023-02-09,ETHc1,2745.0,3.0,,964525
2023-02-08,ETHc1,2695.0,3.0,,964525
2023-02-07,ETHc1,2675.0,16.0,,964525
2023-02-06,ETHc1,2695.0,107.0,,964525
2023-02-03,ETHc1,2680.0,86.0,,964525
2023-02-02,ETHc1,2715.0,6.0,,964525
2023-02-01,ETHc1,2715.0,5.0,,964525
2023-01-31,ETHc1,2852.0,2.0,,964525
2023-01-30,ETHc1,2830.0,2.0,,964525
2023-01-27,ETHc1,2810.0,2.0,,964525
2023-01-26,ETHc1,2810.0,2.0,,964525
2023-01-25,ETHc1,2700.0,104.0,,964525
2023-01-24,ETHc1,2700.0,72.0,,964525
2023-01-23,ETHc1,2585.0,225.0,,964525
2023-01-20,ETHc1,2552.5,225.0,,964525
2023-01-19,ETHc1,2540.0,225.0,,964525
2023-01-18,ETHc1,2535.0,158.0,,964525
2023-01-17,ETHc1,2545.0,20.0,,964525
2023-01-16,ETHc1,2562.5,50.0,,964525
2023-01-13,ETHc1,2550.0,121.0,,964525
2023-01-12,ETHc1,2585.0,36.0,,964525
2023-01-11,ETHc1,2577.5,7.0,,964525
2023-01-10,ETHc1,2555.0,25.0,,964525
2023-01-09,ETHc1,2545.0,37.0,,964525
2023-01-06,ETHc1,2615.0,15.0,,964525
2023-01-05,ETHc1,2690.0,14.0,,964525
2023-01-04,ETHc1,2692.5,130.0,,964525
2023-01-03,ETHc1,2692.5,115.0,,964525
2023-01-02,ETHc1,2675.0,10.0,,964525
2022-12-29,ETHc1,2971.5,28.0,,964525
2022-12-28,ETHc1,2970.0,10.0,,964525
2022-12-27,ETHc1,2935.0,10.0,,964525
2022-12-26,ETHc1,2935.0,6.0,,964525
2022-12-23,ETHc1,2935.0,66.0,,964525
2022-12-22,ETHc1,2920.0,66.0,,964525
2022-12-21,ETHc1,2895.0,66.0,,964525
2022-12-20,ETHc1,2895.0,6.0,,964525
2022-12-19,ETHc1,2760.0,4.0,,964525
2022-12-16,ETHc1,2760.0,58.0,,964525
2022-12-15,ETHc1,2735.0,3.0,,964525
2022-12-14,ETHc1,2650.0,70.0,,964525
2022-12-13,ETHc1,2625.0,25.0,,964525
2022-12-12,ETHc1,2625.0,60.0,,964525
2022-12-09,ETHc1,2625.0,1.0,,964525
2022-12-08,ETHc1,2625.0,149.0,,964525
2022-12-07,ETHc1,2625.0,15.0,,964525
2022-12-06,ETHc1,2684.0,5.0,,964525
2022-12-05,ETHc1,2840.0,1.0,,964525
2022-12-02,ETHc1,2840.0,41.0,,964525
2022-12-01,ETHc1,2840.0,4.0,,964525
2022-11-30,ETHc1,2895.0,40.0,,964525
2022-11-29,ETHc1,2886.5,40.0,,964525
2022-11-28,ETHc1,2880.0,40.0,,964525
2022-11-25,ETHc1,2880.0,40.0,,964525
2022-11-24,ETHc1,2880.0,40.0,,964525
2022-11-23,ETHc1,2880.0,11.0,,964525
2022-11-22,ETHc1,2880.0,10.0,,964525
2022-11-21,ETHc1,2900.0,29.0,,964525
2022-11-18,ETHc1,2900.0,28.0,,964525
2022-11-17,ETHc1,2825.0,2.0,,964525
2022-11-16,ETHc1,2825.0,10.0,,964525
2022-11-14,ETHc1,2825.0,30.0,,964525
2022-11-11,ETHc1,2820.0,59.0,,964525
2022-11-10,ETHc1,2820.0,59.0,,964525
2022-11-09,ETHc1,2875.0,8.0,,964525
2022-11-08,ETHc1,2875.0,136.0,,964525
2022-11-07,ETHc1,2845.0,20.0,,964525
2022-11-04,ETHc1,2845.0,15.0,,964525
2022-11-03,ETHc1,2845.0,15.0,,964525
2022-11-01,ETHc1,2845.0,6.0,,964525
2022-10-31,ETHc1,2795.0,25.0,,964525
2022-10-28,ETHc1,2740.0,25.0,,964525
2022-10-27,ETHc1,2740.0,4.0,,964525
2022-10-26,ETHc1,2740.0,3.0,,964525
2022-10-25,ETHc1,2740.0,43.0,,964525
2022-10-24,ETHc1,2780.0,43.0,,964525
2022-10-21,ETHc1,2780.0,12.0,,964525
2022-10-20,ETHc1,2780.0,20.0,,964525
2022-10-19,ETHc1,2780.0,40.0,,964525
2022-10-18,ETHc1,2780.0,40.0,,964525
2022-10-17,ETHc1,2780.0,17.0,,964525
2022-10-14,ETHc1,2780.0,17.0,,964525
2022-10-13,ETHc1,2762.5,46.0,,964525
2022-10-11,ETHc1,2777.5,15.0,,964525
2022-10-10,ETHc1,2732.5,110.0,,964525
2022-10-07,ETHc1,2715.0,30.0,,964525
2022-10-06,ETHc1,2680.0,30.0,,964525
2022-10-05,ETHc1,2675.0,10.0,,964525
2022-10-04,ETHc1,2620.0,60.0,,964525
2022-10-03,ETHc1,2620.0,10.0,,964525
2022-09-30,ETHc1,2580.5,10.0,,964525
2022-09-29,ETHc1,2545.0,15.0,,964525
2022-09-28,ETHc1,2545.0,15.0,,964525
2022-09-27,ETHc1,2475.0,15.0,,964525
2022-09-26,ETHc1,2475.0,15.0,,964525
2022-09-23,ETHc1,2475.0,15.0,,964525
2022-09-22,ETHc1,2475.0,15.0,,964525
2022-09-21,ETHc1,2475.0,15.0,,964525
2022-09-20,ETHc1,2500.0,60.0,,964525
2022-09-19,ETHc1,2500.0,20.0,,964525
2022-09-16,ETHc1,2500.0,20.0,,964525
2022-09-15,ETHc1,2500.0,92.0,,964525
2022-09-14,ETHc1,2490.0,84.0,,964525
2022-09-13,ETHc1,2384.0,71.0,,964525
2022-09-12,ETHc1,2260.0,51.0,,964525
2022-09-09,ETHc1,2260.0,51.0,,964525
2022-09-08,ETHc1,2250.0,44.0,,964525
2022-09-06,ETHc1,2275.0,44.0,,964525
2022-09-05,ETHc1,2275.0,42.0,,964525
2022-09-02,ETHc1,2275.0,10.0,,964525
2022-09-01,ETHc1,2275.0,50.0,,964525
2022-08-31,ETHc1,2478.0,2.0,,964525
2022-08-30,ETHc1,2500.0,2.0,,964525
2022-08-29,ETHc1,2500.0,2.0,,964525
2022-08-26,ETHc1,2500.0,2.0,,964525
2022-08-25,ETHc1,2500.0,20.0,,964525
2022-08-24,ETHc1,2500.0,20.0,,964525
2022-08-23,ETHc1,2620.0,39.0,,964525
2022-08-22,ETHc1,2620.0,39.0,,964525
2022-08-19,ETHc1,2620.0,39.0,,964525
2022-08-18,ETHc1,2675.0,39.0,,964525
2022-08-17,ETHc1,2675.0,10.0,,964525
2022-08-16,ETHc1,2675.0,22.0,,964525
2022-08-15,ETHc1,2705.0,22.0,,964525
2022-08-12,ETHc1,2785.0,16.0,,964525
2022-08-11,ETHc1,2785.0,16.0,,964525
2022-08-10,ETHc1,2785.0,82.0,,964525
2022-08-09,ETHc1,2775.0,82.0,,964525
2022-08-08,ETHc1,2775.0,35.0,,964525
2022-08-05,ETHc1,2795.0,88.0,,964525
2022-08-04,ETHc1,2850.0,60.0,,964525
2022-08-03,ETHc1,2895.0,24.0,,964525
2022-08-02,ETHc1,2900.0,64.0,,964525
2022-08-01,ETHc1,2900.0,30.0,,964525
2022-07-29,ETHc1,3035.0,62.0,,964525
2022-07-28,ETHc1,3020.0,10.0,,964525
2022-07-27,ETHc1,2970.0,10.0,,964525
2022-07-26,ETHc1,2970.0,50.0,,964525
2022-07-25,ETHc1,2970.0,50.0,,964525
2022-07-22,ETHc1,2970.0,50.0,,964525
2022-07-21,ETHc1,2970.0,50.0,,964525
2022-07-20,ETHc1,2980.0,20.0,,964525
2022-07-19,ETHc1,2980.0,20.0,,964525
2022-07-18,ETHc1,3015.0,20.0,,964525
2022-07-15,ETHc1,3020.0,103.0,,964525
2022-07-14,ETHc1,3015.0,103.0,,964525
2022-07-13,ETHc1,2990.0,30.0,,964525
2022-07-12,ETHc1,2990.0,30.0,,964525
2022-07-11,ETHc1,2990.0,30.0,,964525
2022-07-08,ETHc1,2990.0,102.0,,964525
2022-07-07,ETHc1,2880.0,102.0,,964525
2022-07-06,ETHc1,2880.0,102.0,,964525
2022-07-05,ETHc1,2880.0,102.0,,964525
2022-07-04,ETHc1,2900.0,30.0,,964525
2022-07-01,ETHc1,2900.0,108.0,,964525
2022-06-30,ETHc1,3080.0,40.0,,964525
2022-06-29,ETHc1,3052.5,40.0,,964525
2022-06-28,ETHc1,3052.5,37.0,,964525
2022-06-27,ETHc1,3052.5,23.0,,964525
2022-06-24,ETHc1,3052.5,23.0,,964525
2022-06-23,ETHc1,3052.5,105.0,,964525
2022-06-22,ETHc1,3052.5,40.0,,964525
2022-06-21,ETHc1,3052.5,136.0,,964525
2022-06-20,ETHc1,3052.5,65.0,,964525
2022-06-17,ETHc1,3052.5,65.0,,964525
2022-06-15,ETHc1,3047.5,21.0,,964525
2022-06-14,ETHc1,3047.5,49.0,,964525
2022-06-13,ETHc1,3047.5,93.0,,964525
2022-06-10,ETHc1,3070.0,10.0,,964525
2022-06-09,ETHc1,3130.0,10.0,,964525
2022-06-08,ETHc1,3170.0,12.0,,964525
2022-06-07,ETHc1,3170.0,51.0,,964525
2022-06-06,ETHc1,3170.0,58.0,,964525
2022-06-03,ETHc1,3170.0,125.0,,964525
2022-06-02,ETHc1,3190.0,46.0,,964525
2022-06-01,ETHc1,3125.0,1.0,,964525
2022-05-31,ETHc1,3244.0,10.0,,964525
2022-05-30,ETHc1,3300.0,10.0,,964525
2022-05-27,ETHc1,3300.0,10.0,,964525
2022-05-26,ETHc1,3330.0,10.0,,964525
2022-05-25,ETHc1,3330.0,10.0,,964525
2022-05-24,ETHc1,3460.0,10.0,,964525
2022-05-23,ETHc1,3460.0,70.0,,964525
2022-05-20,ETHc1,3460.0,70.0,,964525
2022-05-19,ETHc1,3460.0,164.0,,964525
2022-05-18,ETHc1,3462.5,55.0,,964525
2022-05-17,ETHc1,3450.0,99.0,,964525
2022-05-16,ETHc1,3422.5,51.0,,964525
2022-05-13,ETHc1,3417.5,7.0,,964525
2022-05-12,ETHc1,3417.5,67.0,,964525
2022-05-11,ETHc1,3390.0,8.0,,964525
2022-05-10,ETHc1,3385.0,8.0,,964525
2022-05-09,ETHc1,3320.0,2.0,,964525
2022-05-06,ETHc1,3320.0,18.0,,964525
2022-05-05,ETHc1,3269.5,75.0,,964525
2022-05-04,ETHc1,3269.5,75.0,,964525
2022-05-03,ETHc1,3270.0,65.0,,964525
2022-05-02,ETHc1,3270.0,6.0,,964525
2022-04-29,ETHc1,3594.5,,,964525
2022-04-28,ETHc1,3500.0,15.0,,964525
2022-04-27,ETHc1,3500.0,15.0,,964525
2022-04-26,ETHc1,3500.0,15.0,,964525
2022-04-22,ETHc1,3500.0,15.0,,964525
2022-04-20,ETHc1,3500.0,15.0,,964525
2022-04-19,ETHc1,3500.0,20.0,,964525
2022-04-18,ETHc1,3500.0,11.0,,964525
2022-04-14,ETHc1,3500.0,11.0,,964525
2022-04-13,ETHc1,3500.0,15.0,,964525
2022-04-12,ETHc1,3500.0,15.0,,964525
2022-04-11,ETHc1,3500.0,15.0,,964525
2022-04-08,ETHc1,3500.0,6.0,,964525
2022-04-07,ETHc1,3500.0,68.0,,964525
2022-04-06,ETHc1,3350.0,25.0,,964525
2022-04-05,ETHc1,3200.0,29.0,,964525
2022-04-04,ETHc1,3182.0,45.0,,964525
2022-04-01,ETHc1,3182.0,45.0,,964525
2022-03-31,ETHc1,3478.5,1.0,,964525
2022-03-30,ETHc1,3475.0,1.0,,964525
2022-03-29,ETHc1,3455.0,1.0,,964525
2022-03-28,ETHc1,3455.0,39.0,,964525
2022-03-25,ETHc1,3400.0,5.0,,964525
2022-03-24,ETHc1,3242.5,76.0,,964525
2022-03-23,ETHc1,3250.0,1.0,,964525
2022-03-22,ETHc1,3250.0,38.0,,964525
2022-03-21,ETHc1,3280.0,43.0,,964525
2022-03-18,ETHc1,3282.5,100.0,,964525
2022-03-17,ETHc1,3282.5,13.0,,964525
2022-03-16,ETHc1,3282.5,39.0,,964525
2022-03-15,ETHc1,3282.5,39.0,,964525
2022-03-14,ETHc1,3360.0,62.0,,964525
2022-03-11,ETHc1,3305.0,113.0,,964525
2022-03-10,ETHc1,3290.0,109.0,,964525
2022-03-09,ETHc1,3130.0,10.0,,964525
2022-03-08,ETHc1,3200.0,388.0,,964525
2022-03-07,ETHc1,3200.0,136.0,,964525
2022-03-04,ETHc1,3125.0,36.0,,964525
2022-03-03,ETHc1,3070.0,25.0,,964525
2022-03-02,ETHc1,3080.0,48.0,,964525
2022-02-25,ETHc1,2936.0,90.0,,964525
2022-02-24,ETHc1,2930.0,5.0,,964525
2022-02-23,ETHc1,3000.0,16.0,,964525
2022-02-22,ETHc1,3000.0,16.0,,964525
2022-02-21,ETHc1,3000.0,16.0,,964525
2022-02-18,ETHc1,3000.0,16.0,,964525
2022-02-17,ETHc1,3015.0,16.0,,964525
2022-02-16,ETHc1,3015.0,400.0,,964525
2022-02-15,ETHc1,3015.0,400.0,,964525
2022-02-14,ETHc1,3035.0,400.0,,964525
2022-02-11,ETHc1,3050.0,256.0,,964525
2022-02-10,ETHc1,2960.0,214.0,,964525
2022-02-09,ETHc1,2980.0,39.0,,964525
2022-02-08,ETHc1,2935.0,51.0,,964525
2022-02-07,ETHc1,2940.0,10.0,,964525
2022-02-04,ETHc1,2845.0,8.0,,964525
2022-02-03,ETHc1,2845.0,4.0,,964525
2022-02-02,ETHc1,2880.0,259.0,,964525
